序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,1,354.960,0.100
2,2017-12-31,8,545.820,0.150
3,2017-09-30,1,248.490,0.060
4,2017-06-30,4,"1,128.340",0.290
5,2016-12-31,11,"1,504.430",0.320
6,2016-06-30,11,"2,110.310",0.510
7,2015-12-31,8,"6,141.960",1.150
8,2015-06-30,5,"3,564.010",0.500
9,2015-03-31,4,"8,747.540",1.590
10,2014-12-31,10,"6,913.750",1.620
11,2014-09-30,1,"2,871.270",0.780
12,2014-06-30,4,438.120,0.150
13,2013-12-31,3,"6,512.660",3.100
14,2013-09-30,2,"11,255.280",4.680
15,2013-06-30,4,"10,327.610",5.350
16,2013-03-31,3,"13,546.270",6.180
17,2012-12-31,8,"17,630.020",7.160
18,2012-09-30,3,"21,291.980",8.660
19,2012-06-30,13,"29,822.070",10.830
20,2012-03-31,2,"18,412.340",6.360
21,2011-12-31,16,"28,193.320",10.460
22,2011-09-30,4,"36,340.690",10.590
23,2011-06-30,21,"78,365.410",18.410
24,2011-03-31,6,"72,698.790",14.920
25,2010-12-31,26,"113,335.750",22.290
26,2010-09-30,11,"120,157.990",19.110
27,2010-06-30,15,"66,773.160",17.300
28,2010-03-31,5,"63,043.590",13.380
29,2009-12-31,13,"67,442.260",14.540
30,2009-09-30,3,"14,868.950",4.070
31,2009-06-30,14,"29,607.840",7.860
32,2009-03-31,3,"14,777.880",4.790
33,2008-12-31,43,"77,184.100",32.480
34,2008-09-30,6,"52,691.170",15.490
35,2008-06-30,68,"269,647.030",53.900
36,2008-03-31,9,"89,721.050",18.500
37,2007-12-31,68,"524,848.030",65.690
38,2007-09-30,9,"165,566.570",25.120
39,2007-06-30,68,"413,367.100",72.280
40,2007-03-31,12,"157,071.780",46.690
41,2006-12-31,72,"312,359.170",84.580
42,2006-09-30,20,"129,126.690",48.000
43,2006-06-30,63,"209,676.750",72.560
44,2006-03-31,10,"43,343.760",29.200
45,2005-12-31,38,"66,240.690",57.520
46,2005-09-30,7,"11,465.790",9.520
47,2005-06-30,28,"39,141.000",48.630
48,2005-03-31,9,"18,632.620",25.390
49,2004-12-31,16,"15,265.760",20.090
50,2004-09-30,4,"6,095.110",9.330
51,2004-06-30,5,"3,522.490",4.580
52,2003-06-30,1,"2,056.530",2.940
53,2002-12-31,11,"9,406.260",12.710
54,2002-09-30,1,282.150,0.300
55,2002-06-30,11,"7,560.000",8.460
56,2001-12-31,3,95.710,0.120
