序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,1,283.870,0.010
2,2018-12-31,95,"25,044.500",1.490
3,2018-09-30,15,"33,656.920",1.680
4,2018-06-30,104,"72,473.270",3.570
5,2018-03-31,5,"18,419.880",1.220
6,2017-12-31,58,"57,603.860",2.850
7,2017-09-30,7,"19,517.100",1.020
8,2017-06-30,16,"2,291.870",0.200
9,2016-12-31,8,"3,104.330",0.250
10,2016-09-30,4,"3,991.290",0.440
11,2016-06-30,13,"4,579.450",0.460
12,2016-03-31,4,"6,864.490",0.740
13,2015-12-31,4,"1,842.430",0.170
14,2015-06-30,3,284.250,0.020
15,2014-12-31,7,"2,166.730",0.210
16,2014-09-30,2,"1,882.270",0.240
17,2014-06-30,2,246.800,0.040
18,2014-03-31,1,215.190,0.040
19,2013-12-31,3,292.070,0.050
20,2013-09-30,1,235.900,0.040
21,2013-06-30,5,276.520,0.050
22,2013-03-31,1,"1,071.100",0.150
23,2012-12-31,10,"3,791.270",0.480
24,2012-09-30,2,"5,922.340",0.920
25,2012-06-30,10,"11,533.150",1.430
26,2012-03-31,2,"14,062.070",1.600
27,2011-12-31,11,"14,436.220",1.620
28,2011-09-30,1,"15,921.920",1.520
29,2011-06-30,11,"23,660.690",1.760
30,2011-03-31,3,"14,786.480",1.040
31,2010-12-31,14,"8,506.370",0.670
32,2010-09-30,5,"13,042.940",0.960
33,2010-06-30,13,"4,926.970",0.460
34,2010-03-31,6,"28,723.290",1.550
35,2009-12-31,17,"49,269.290",14.320
36,2009-09-30,5,"27,437.650",10.230
37,2009-06-30,16,"25,676.570",10.650
38,2009-03-31,2,"2,403.070",1.200
39,2008-12-31,8,"2,330.770",1.850
40,2008-09-30,3,"3,494.680",2.250
41,2008-06-30,10,"8,155.330",3.800
42,2008-03-31,5,"11,174.920",3.300
43,2007-12-31,3,"3,546.240",0.920
44,2007-09-30,1,830.650,0.210
45,2007-06-30,6,"7,903.240",2.420
46,2007-03-31,10,"30,713.810",22.290
