序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,264.030,0.050
2,2017-06-30,4,100.530,0.020
3,2016-12-31,7,"7,314.210",1.140
4,2016-09-30,1,"5,172.710",1.010
5,2016-06-30,18,"41,144.330",7.490
6,2016-03-31,10,"46,856.830",8.930
7,2015-12-31,26,"61,315.400",10.670
8,2015-09-30,1,"9,594.000",3.300
9,2015-06-30,5,"15,370.890",3.620
10,2015-03-31,3,"16,255.280",4.820
11,2014-12-31,4,"5,651.670",2.240
12,2014-09-30,2,"6,543.430",2.410
13,2014-06-30,2,162.060,0.110
14,2013-12-31,3,143.520,0.110
15,2013-06-30,2,338.730,0.310
16,2012-12-31,3,81.440,0.090
17,2012-06-30,5,126.670,0.130
18,2011-12-31,1,255.040,0.220
19,2011-09-30,1,517.150,0.440
20,2008-12-31,1,20.440,0.090
21,2008-06-30,1,30.400,0.150
22,2007-12-31,2,"1,072.710",2.660
