序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,191,"561,771.010",4.450
2,2017-12-31,659,"1,188,200.790",7.800
3,2017-09-30,270,"743,628.140",6.280
4,2017-06-30,510,"811,705.030",8.170
5,2017-03-31,82,"247,409.020",3.490
6,2016-12-31,232,"374,749.220",5.620
7,2016-09-30,41,"144,737.320",2.360
8,2016-06-30,166,"213,983.470",3.600
9,2016-03-31,35,"147,367.620",2.210
10,2015-12-31,157,"278,093.250",3.600
11,2015-09-30,23,"144,361.630",2.250
12,2015-06-30,132,"222,410.860",2.720
13,2015-03-31,13,"70,227.130",0.940
14,2014-12-31,142,"266,742.900",4.300
15,2014-09-30,34,"185,224.130",3.560
16,2014-06-30,130,"309,899.700",6.880
17,2014-03-31,39,"186,688.310",4.310
18,2013-12-31,161,"432,737.530",9.650
19,2013-09-30,89,"601,068.990",10.560
20,2013-06-30,174,"680,028.010",15.560
21,2013-03-31,35,"398,854.080",10.390
22,2012-12-31,136,"453,670.380",13.570
23,2012-09-30,23,"226,230.000",5.920
24,2012-06-30,157,"572,446.280",11.980
25,2012-03-31,65,"482,151.470",8.570
26,2011-12-31,198,"875,695.880",15.140
27,2011-09-30,71,"742,882.940",11.490
28,2011-06-30,221,"1,610,717.010",20.340
29,2011-03-31,78,"1,288,011.660",15.330
30,2010-12-31,175,"1,686,783.190",22.070
31,2010-09-30,47,"1,229,505.940",17.830
32,2010-06-30,163,"1,332,725.590",24.760
33,2010-03-31,73,"1,412,143.800",18.060
34,2009-12-31,218,"2,212,608.510",28.040
35,2009-09-30,92,"1,372,607.310",20.440
36,2009-06-30,172,"1,199,074.220",24.460
37,2009-03-31,54,"678,188.260",14.300
38,2008-12-31,157,"1,052,844.160",28.850
39,2008-09-30,53,"775,801.570",26.680
40,2008-06-30,154,"1,943,091.400",44.630
41,2008-03-31,41,"1,132,432.460",27.650
42,2007-12-31,110,"1,627,566.560",39.460
43,2007-09-30,14,"425,947.340",11.880
44,2007-06-30,118,"1,315,007.430",37.330
45,2007-03-31,35,"393,988.460",13.860
46,2006-12-31,121,"676,031.280",26.750
47,2006-09-30,53,"364,988.110",21.240
48,2006-06-30,93,"353,408.190",23.000
49,2006-03-31,83,"436,091.040",26.570
50,2005-12-31,122,"609,183.510",40.810
51,2005-09-30,80,"397,471.580",30.840
52,2005-06-30,107,"382,678.790",36.050
53,2005-03-31,64,"405,930.260",29.480
54,2004-12-31,80,"383,073.850",31.140
55,2004-09-30,41,"275,644.600",34.340
56,2004-06-30,60,"223,244.270",36.530
57,2004-03-31,24,"150,099.380",20.830
58,2003-12-31,44,"133,633.410",28.280
59,2003-09-30,21,"107,250.320",23.370
60,2003-06-30,31,"95,278.640",21.810
61,2003-03-31,9,"41,707.070",11.390
62,2002-12-31,24,"17,300.360",6.370
63,2002-06-30,28,"89,164.540",17.750
64,2002-03-31,14,"80,377.270",15.780
65,2001-12-31,29,"92,604.840",18.960
66,2001-09-30,15,"72,923.310",13.870
67,2001-06-30,23,"143,759.680",23.900
68,2001-03-31,13,"128,863.460",28.630
69,2000-12-31,21,"144,802.190",30.400
70,2000-09-30,9,"89,098.500",19.630
71,2000-06-30,14,"52,039.470",13.970
72,2000-03-31,6,"16,859.830",4.740
73,1999-12-31,4,"10,205.880",3.420
74,1999-09-30,4,"10,067.740",2.800
75,1999-06-30,5,"44,445.130",9.590
76,1999-03-31,4,"41,896.670",16.340
77,1998-12-31,2,"30,583.800",11.750
78,1998-09-30,1,"13,874.090",6.060
