序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,2,681.010,0.110
2,2017-12-31,27,"11,468.890",1.840
3,2017-09-30,3,"2,420.950",0.370
4,2017-06-30,60,"55,470.260",8.510
5,2017-03-31,13,"28,052.920",4.180
6,2016-12-31,61,"47,062.570",6.660
7,2016-09-30,14,"30,352.610",4.640
8,2016-06-30,21,"7,023.220",1.290
9,2015-12-31,17,"4,654.760",0.710
10,2015-09-30,1,57.720,0.010
11,2015-06-30,27,"22,980.090",3.500
12,2015-03-31,2,"4,932.000",0.780
13,2014-12-31,13,"9,106.100",1.770
14,2014-06-30,3,"1,962.200",1.670
15,2013-12-31,7,722.470,0.830
16,2013-06-30,19,521.730,0.680
17,2013-03-31,1,0.100,0.000
18,2012-12-31,10,508.700,0.560
19,2012-06-30,2,112.070,0.160
20,2011-12-31,4,"2,636.570",3.710
21,2011-09-30,6,"2,596.570",3.380
