序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,2,5.620,0.000
2,2018-06-30,4,17.480,0.010
3,2017-12-31,6,22.340,0.010
4,2017-06-30,11,"7,572.180",1.860
5,2017-03-31,2,756.630,0.150
6,2016-12-31,11,"4,340.410",1.000
7,2016-06-30,8,"1,615.980",0.620
8,2015-12-31,4,"3,128.700",0.880
9,2015-09-30,1,"1,571.000",0.450
10,2015-06-30,1,"6,073.580",0.950
11,2014-12-31,1,271.990,0.120
12,2013-12-31,3,127.910,0.080
13,2013-06-30,2,31.810,0.020
14,2012-12-31,2,54.900,0.030
15,2012-06-30,4,"4,608.920",2.830
16,2012-03-31,1,"4,759.970",2.950
17,2011-12-31,3,"6,243.530",3.670
18,2011-09-30,1,"6,380.040",3.230
19,2011-06-30,5,"6,916.740",3.260
20,2011-03-31,1,699.380,0.280
21,2010-12-31,3,986.210,0.440
22,2010-06-30,8,"3,402.450",1.820
23,2010-03-31,2,"2,174.680",0.800
24,2009-12-31,4,"3,062.270",1.120
25,2009-03-31,1,"3,956.030",1.660
26,2008-09-30,1,206.800,0.130
27,2008-06-30,2,421.210,0.210
28,2007-03-31,1,"2,121.630",0.840
29,2006-12-31,1,51.800,0.040
30,2006-06-30,3,274.120,0.270
31,2005-12-31,2,184.680,0.260
32,2005-09-30,2,512.360,0.670
33,2005-06-30,3,505.070,0.620
34,2005-03-31,2,"1,115.930",1.040
35,2004-12-31,6,"2,734.630",1.950
36,2004-09-30,3,"3,921.980",2.720
37,2004-06-30,9,"7,267.080",4.450
38,2003-12-31,3,"1,614.160",0.960
39,2003-09-30,1,"4,246.600",2.950
40,2003-06-30,5,"4,206.170",2.530
41,2002-12-31,9,"5,419.260",3.370
42,2002-06-30,8,"4,281.060",1.940
43,2001-12-31,1,141.180,0.070
