序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,6,"4,560.160",1.090
2,2018-09-30,1,"2,205.310",0.500
3,2018-06-30,12,"3,891.710",0.900
4,2018-03-31,1,"3,531.610",0.640
5,2017-12-31,12,"3,666.310",0.690
6,2017-09-30,1,"3,951.790",0.570
7,2017-06-30,10,"5,702.680",0.760
8,2017-03-31,4,"7,112.800",1.050
9,2016-12-31,27,"30,621.690",4.210
10,2016-09-30,6,"18,978.260",2.740
11,2016-06-30,14,"19,148.310",2.890
12,2016-03-31,3,"4,804.400",0.830
13,2015-12-31,13,"11,160.970",1.300
14,2015-09-30,5,"8,235.880",1.270
15,2015-06-30,10,"28,198.500",2.900
16,2015-03-31,3,"23,774.860",2.900
17,2014-12-31,5,"12,383.000",2.080
18,2013-12-31,1,328.060,0.100
19,2013-06-30,2,133.120,0.070
20,2012-12-31,2,58.240,0.030
21,2012-06-30,2,129.870,0.050
22,2011-12-31,2,73.780,0.040
23,2011-06-30,3,298.460,0.090
24,2010-12-31,1,202.740,0.110
25,2010-09-30,2,"14,121.820",9.910
26,2010-06-30,4,"14,587.520",13.410
27,2010-03-31,3,"10,179.270",8.170
28,2009-12-31,2,"10,840.140",9.100
29,2009-09-30,2,"8,732.360",9.840
30,2009-06-30,3,"28,093.800",27.760
31,2009-03-31,4,"36,306.660",31.370
32,2008-12-31,3,"14,927.640",19.300
33,2008-09-30,1,"1,318.160",2.340
34,1999-09-30,1,246.510,1.220
