序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,1,183.930,0.040
2,2018-12-31,8,249.070,0.090
3,2018-09-30,1,38.450,0.010
4,2018-06-30,5,61.190,0.020
5,2017-12-31,6,129.560,0.030
6,2017-09-30,1,"1,648.110",0.240
7,2017-06-30,9,"3,015.890",0.500
8,2017-03-31,1,"2,253.500",0.300
9,2016-12-31,23,"7,510.940",1.520
10,2016-09-30,1,"6,899.110",1.300
11,2016-06-30,19,"30,200.220",5.830
12,2016-03-31,4,"15,510.090",2.720
13,2015-12-31,20,"34,776.580",5.950
14,2015-09-30,2,"14,705.130",4.050
15,2015-06-30,10,"53,615.360",8.200
16,2015-03-31,6,"43,910.200",8.050
17,2014-12-31,8,"33,037.040",7.990
18,2014-09-30,2,"16,127.560",3.620
19,2014-06-30,1,3.520,0.000
20,2013-12-31,1,5.100,0.000
21,2013-06-30,3,20.000,0.010
22,2012-12-31,3,74.240,0.050
23,2012-06-30,2,23.960,0.010
24,2010-12-31,3,"9,991.710",11.060
25,2010-09-30,2,"7,103.640",7.300
26,2009-06-30,2,98.540,0.140
27,2009-03-31,1,29.000,0.080
28,2008-12-31,5,96.270,0.380
29,2008-06-30,70,"1,972.380",6.060
