序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,2,32.330,0.010
2,2018-12-31,3,91.540,0.040
3,2018-06-30,8,769.140,0.340
4,2017-12-31,1,44.370,0.020
5,2017-06-30,9,458.910,0.160
6,2017-03-31,2,712.070,0.240
7,2016-12-31,9,"2,343.740",0.710
8,2016-06-30,6,"2,573.940",0.620
9,2016-03-31,3,"18,399.690",4.960
10,2015-12-31,16,"11,336.330",4.310
11,2015-09-30,4,"6,213.730",2.050
12,2015-06-30,13,"8,330.110",1.580
13,2015-03-31,5,"14,535.130",3.170
14,2014-12-31,8,"4,961.760",2.040
15,2014-09-30,9,"11,290.940",3.330
16,2014-06-30,15,"13,928.980",6.070
17,2014-03-31,6,"12,099.020",6.170
18,2013-12-31,12,"13,035.790",6.270
19,2013-06-30,1,4.180,0.010
20,2011-12-31,1,30.310,0.070
21,2011-03-31,1,"1,069.700",1.870
22,2010-12-31,1,"4,884.990",8.300
