序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,57,"8,909.490",0.990
2,2017-09-30,3,"1,220.950",0.130
3,2017-06-30,48,"6,023.570",0.590
4,2017-03-31,6,"10,198.640",0.950
5,2016-12-31,56,"17,728.790",1.650
6,2016-09-30,3,"2,797.440",0.260
7,2016-06-30,80,"48,933.100",3.870
8,2016-03-31,3,"4,961.810",0.530
9,2015-12-31,77,"26,777.030",2.310
10,2015-06-30,62,"55,583.550",3.950
11,2015-03-31,23,"95,518.400",5.500
12,2014-12-31,37,"3,558.570",0.470
13,2014-09-30,1,"1,929.920",0.210
14,2014-06-30,41,"20,299.280",2.530
15,2014-03-31,7,"43,062.420",6.150
16,2013-12-31,31,"25,262.810",3.780
17,2013-09-30,7,"13,987.500",1.550
18,2013-06-30,21,"2,070.890",0.390
19,2012-12-31,22,"2,371.470",0.640
20,2012-06-30,24,"23,127.730",3.750
21,2012-03-31,3,"12,569.030",2.270
22,2011-12-31,16,"17,482.000",3.060
23,2011-09-30,3,"10,762.760",1.690
24,2011-06-30,11,"19,236.410",2.220
25,2011-03-31,4,"38,630.500",3.350
26,2010-12-31,15,"73,464.220",6.600
27,2010-09-30,16,"147,038.930",9.460
28,2010-06-30,63,"228,329.550",16.680
29,2010-03-31,12,"114,289.470",8.320
30,2009-12-31,43,"218,645.900",17.250
31,2009-09-30,5,"24,192.650",4.280
32,2009-06-30,14,"21,727.380",3.880
33,2009-03-31,3,"6,223.790",1.470
34,2008-12-31,8,"5,837.040",1.930
35,2008-09-30,3,"6,684.090",2.360
36,2008-06-30,19,"43,590.760",13.300
37,2008-03-31,5,"105,035.190",18.430
38,2007-12-31,51,"455,479.460",45.940
39,2007-09-30,5,"176,711.770",15.570
40,2007-06-30,41,"440,457.620",52.240
41,2007-03-31,12,"182,495.090",36.750
42,2006-12-31,23,"105,109.330",39.570
43,2006-09-30,5,"32,328.000",22.560
44,2006-06-30,10,"19,374.750",18.410
45,2006-03-31,4,"4,108.770",8.200
46,2005-12-31,7,"3,017.740",7.140
47,2005-09-30,1,826.890,2.200
48,2005-06-30,2,"1,194.810",2.930
49,2004-12-31,1,7.820,0.010
50,2004-06-30,1,22.940,0.050
51,2003-12-31,1,111.290,0.270
