序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,588.850,0.090
2,2017-09-30,1,"2,540.930",0.390
3,2017-06-30,27,"4,855.900",0.660
4,2017-03-31,1,"3,277.330",0.390
5,2016-12-31,31,"5,726.110",0.730
6,2016-09-30,2,"4,364.960",0.490
7,2016-06-30,33,"5,765.900",0.890
8,2016-03-31,2,833.600,0.110
9,2015-12-31,38,"13,311.880",1.470
10,2015-06-30,27,"11,570.680",1.020
11,2015-03-31,5,"60,955.100",5.040
12,2014-12-31,40,"75,257.610",6.740
13,2014-09-30,6,"61,147.740",6.380
14,2014-06-30,33,"72,884.070",10.930
15,2014-03-31,9,"63,846.170",11.960
16,2013-12-31,14,"49,594.690",10.240
17,2013-09-30,4,"26,595.850",5.370
18,2013-06-30,13,"20,981.640",5.730
19,2013-03-31,1,"2,258.950",0.530
20,2012-12-31,4,"3,605.440",1.040
21,2012-09-30,1,801.000,0.230
22,2012-06-30,2,"1,172.880",0.310
23,2012-03-31,1,645.490,0.420
24,2011-12-31,12,"47,128.210",49.610
25,2011-09-30,5,"32,910.000",30.770
26,2011-06-30,11,"44,557.140",47.140
27,2011-03-31,6,"28,374.000",32.410
28,2010-12-31,4,"10,230.870",8.440
29,2004-12-31,1,24.630,0.090
30,2004-09-30,3,"1,567.380",4.550
31,2004-06-30,4,"1,662.520",4.640
32,2003-12-31,4,"1,441.460",3.000
