序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,2,372.160,0.100
2,2016-12-31,5,144.590,0.030
3,2016-06-30,5,"1,349.500",0.310
4,2015-12-31,11,"3,299.470",0.660
5,2015-09-30,1,"5,211.330",1.370
6,2015-06-30,8,"7,155.910",1.230
7,2015-03-31,1,"7,285.950",1.390
8,2014-12-31,8,"7,149.610",1.660
9,2014-06-30,4,146.010,0.080
10,2014-03-31,1,"1,177.000",0.740
11,2013-12-31,5,449.720,0.310
12,2013-06-30,5,594.280,0.520
13,2012-12-31,9,"3,486.470",2.600
14,2012-09-30,2,"1,467.670",1.010
15,2012-06-30,9,"7,849.780",5.030
16,2012-03-31,6,"12,225.090",10.450
17,2011-12-31,17,"14,701.530",13.660
18,2011-09-30,10,"17,607.730",18.280
19,2011-06-30,29,"12,142.850",14.300
