序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,8,103.780,0.070
2,2017-06-30,8,414.400,0.240
3,2016-12-31,21,"4,106.490",1.610
4,2016-09-30,2,"2,815.650",0.880
5,2016-06-30,22,"15,409.190",5.520
6,2016-03-31,11,"56,643.480",13.670
7,2015-12-31,75,"141,186.230",21.890
8,2015-06-30,3,"1,030.430",0.500
9,2014-12-31,4,"3,887.960",4.180
10,2014-09-30,2,"4,180.050",5.050
11,2014-06-30,2,556.780,0.840
12,2013-12-31,1,2.930,0.000
13,2013-06-30,1,3.980,0.010
14,2013-03-31,2,"1,137.510",1.970
15,2012-12-31,3,"2,161.430",5.100
16,2012-09-30,5,"5,271.260",14.650
17,2012-06-30,6,"5,517.400",12.880
18,2012-03-31,1,"1,553.800",5.000
