序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,"16,589.460",2.270
2,2017-09-30,8,"24,326.440",2.820
3,2017-06-30,94,"73,979.390",8.190
4,2017-03-31,10,"27,499.210",2.920
5,2016-12-31,36,"61,356.110",6.440
6,2016-09-30,4,"14,200.210",1.690
7,2016-06-30,29,"30,557.470",3.550
8,2016-03-31,7,"32,452.240",3.510
9,2015-12-31,87,"184,056.730",15.610
10,2015-09-30,9,"44,401.480",5.300
11,2015-06-30,65,"184,351.370",14.730
12,2015-03-31,6,"34,656.170",3.630
13,2014-12-31,53,"73,391.240",12.200
14,2014-09-30,11,"46,839.380",6.870
15,2014-06-30,38,"57,622.380",10.800
16,2014-03-31,4,"17,474.250",3.910
17,2013-12-31,22,"26,673.390",5.690
18,2013-09-30,7,"19,171.790",3.920
19,2013-06-30,46,"66,338.000",15.160
20,2013-03-31,5,"18,652.580",4.400
21,2012-12-31,13,"29,380.690",8.020
22,2012-09-30,5,"24,616.540",6.780
23,2012-06-30,25,"34,180.830",8.750
24,2012-03-31,3,"20,603.760",6.690
25,2011-12-31,17,"29,884.490",10.570
26,2011-09-30,4,"26,781.960",7.650
27,2011-06-30,11,"29,862.090",7.650
28,2011-03-31,5,"47,398.060",10.080
29,2010-12-31,25,"115,067.320",20.860
30,2010-09-30,7,"61,317.800",12.320
31,2010-06-30,22,"58,494.500",14.530
32,2010-03-31,6,"48,544.000",10.590
33,2009-12-31,19,"77,579.120",19.200
34,2009-09-30,6,"41,813.010",12.480
35,2009-06-30,10,"22,185.930",8.430
36,2009-03-31,7,"18,102.370",11.690
37,2008-12-31,6,"10,020.910",8.220
38,2008-09-30,2,"6,512.440",5.130
39,2008-06-30,1,"3,116.960",2.430
40,2008-03-31,1,"4,715.000",2.660
41,2007-12-31,1,"6,127.200",2.660
42,2007-09-30,1,"6,122.600",2.660
43,2007-06-30,4,"13,407.870",8.040
44,2007-03-31,1,"8,111.860",7.340
45,2006-12-31,2,"3,602.900",4.800
46,2006-09-30,1,815.410,1.170
47,2006-06-30,6,"6,849.340",7.320
48,2006-03-31,10,"21,673.130",38.850
49,2005-12-31,16,"25,024.400",44.020
50,2005-09-30,7,"10,292.730",22.700
51,2005-06-30,8,"7,439.930",20.220
52,2005-03-31,4,"6,472.190",15.420
53,2004-12-31,5,"3,455.310",8.920
54,2004-09-30,1,"1,704.000",4.850
55,2004-06-30,13,"2,180.280",5.440
