序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,117,"66,314.530",1.520
2,2017-09-30,6,"10,652.580",0.240
3,2017-06-30,84,"52,142.170",1.220
4,2017-03-31,12,"52,775.990",1.120
5,2016-12-31,98,"128,308.630",7.770
6,2016-09-30,12,"42,842.500",2.610
7,2016-06-30,127,"119,943.390",6.930
8,2016-03-31,21,"67,367.920",3.820
9,2015-12-31,139,"179,688.520",8.410
10,2015-09-30,28,"106,984.100",4.960
11,2015-06-30,113,"249,074.430",8.970
12,2015-03-31,14,"176,393.770",7.900
13,2014-12-31,90,"125,023.550",19.140
14,2014-09-30,15,"139,219.040",19.280
15,2014-06-30,53,"111,113.100",18.680
16,2014-03-31,8,"64,356.010",10.870
17,2013-12-31,17,"46,882.950",10.240
18,2013-09-30,3,"17,017.920",4.760
19,2013-06-30,3,248.960,0.120
20,2012-12-31,3,234.010,0.100
21,2012-06-30,4,489.180,0.220
22,2011-12-31,9,"1,523.290",0.700
23,2011-06-30,6,"1,922.120",0.660
24,2010-12-31,3,"1,248.850",0.400
25,2010-06-30,3,"1,514.440",0.700
26,2010-03-31,1,"1,189.320",0.370
27,2009-12-31,2,"1,728.910",0.620
28,2008-03-31,1,"2,648.140",1.290
29,2007-12-31,1,"2,618.780",1.040
30,2007-06-30,1,683.790,0.330
31,2006-12-31,1,29.890,0.040
32,2006-09-30,1,"1,745.520",2.130
33,2006-06-30,2,55.220,0.070
34,2006-03-31,1,426.000,0.630
35,2005-12-31,4,721.850,1.050
36,2005-06-30,5,"2,431.010",3.820
37,2005-03-31,4,"3,219.260",5.120
38,2004-12-31,16,"9,953.280",12.040
39,2004-09-30,6,"9,939.760",10.900
40,2004-06-30,4,"2,050.670",2.480
41,2003-12-31,3,221.290,0.320
42,2003-06-30,1,152.200,0.160
43,2002-06-30,2,662.050,0.460
44,2001-12-31,4,"4,114.070",3.960
45,2001-06-30,3,"6,454.730",5.270
46,2000-12-31,10,"1,627.970",1.710
