序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-06-30,4,121.580,0.070
2,2017-12-31,4,530.590,0.240
3,2017-09-30,1,"5,256.880",2.160
4,2017-06-30,18,"8,953.340",3.640
5,2017-03-31,2,"8,065.400",2.490
6,2016-12-31,18,"4,918.320",1.290
7,2016-09-30,1,85.680,0.020
8,2016-06-30,12,"20,680.720",5.420
9,2016-03-31,2,"34,477.840",7.540
10,2015-12-31,13,"17,909.840",3.250
11,2015-06-30,8,"7,154.020",4.940
12,2015-03-31,2,"2,688.700",2.700
13,2014-12-31,2,483.090,0.660
14,2014-09-30,1,356.870,0.480
15,2013-12-31,1,104.070,0.200
16,2012-12-31,8,"1,558.210",3.340
17,2012-09-30,2,"2,628.130",6.340
