序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,45,"39,375.090",3.530
2,2017-09-30,3,"8,564.540",0.990
3,2017-06-30,32,"20,569.780",2.510
4,2017-03-31,4,"13,447.830",1.680
5,2016-12-31,37,"19,670.380",2.460
6,2016-09-30,9,"18,686.230",2.090
7,2016-06-30,55,"36,336.260",3.740
8,2016-03-31,25,"84,936.780",6.990
9,2015-12-31,21,"65,742.880",5.880
10,2015-09-30,1,"3,281.000",0.510
11,2015-06-30,7,"8,096.450",0.710
12,2015-03-31,2,"12,252.620",1.190
13,2014-12-31,11,"13,272.170",1.910
14,2014-09-30,1,"8,197.910",1.700
15,2014-06-30,15,"5,031.480",1.350
16,2014-03-31,3,"12,393.450",4.290
17,2013-12-31,4,220.720,0.120
18,2013-09-30,3,"8,700.870",4.460
19,2013-06-30,4,"1,833.970",1.490
20,2013-03-31,1,"1,762.730",1.040
21,2012-12-31,4,145.520,0.100
22,2012-06-30,3,"1,052.550",1.370
23,2012-03-31,4,"5,139.510",6.850
24,2011-12-31,2,"1,607.150",2.500
