序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,9,"18,400.200",2.960
2,2017-09-30,1,"4,934.870",0.720
3,2017-06-30,12,"6,626.470",0.960
4,2017-03-31,1,"6,930.940",0.920
5,2016-12-31,13,"9,751.550",1.140
6,2016-09-30,1,"8,379.070",0.790
7,2016-06-30,11,"2,929.980",0.360
8,2016-03-31,2,"3,188.000",0.430
9,2015-12-31,18,"18,495.320",1.930
10,2015-09-30,3,"6,128.030",0.810
11,2015-06-30,14,"15,270.720",1.440
12,2014-12-31,9,663.150,0.100
13,2014-06-30,5,39.550,0.010
14,2013-12-31,9,"1,914.140",0.410
15,2013-06-30,4,20.790,0.010
16,2012-12-31,3,22.180,0.010
17,2012-06-30,6,256.670,0.110
18,2012-03-31,1,439.840,0.170
19,2011-12-31,6,534.170,0.240
20,2011-09-30,1,570.850,0.210
21,2011-06-30,5,"1,245.230",0.370
22,2010-12-31,4,986.140,0.270
23,2010-09-30,1,756.800,0.420
24,2010-06-30,3,738.300,0.540
25,2009-12-31,2,938.810,0.490
26,2009-03-31,1,424.800,0.340
27,2006-12-31,1,39.530,0.070
28,2006-06-30,1,55.870,0.140
29,2005-12-31,1,45.660,0.140
30,2005-06-30,1,47.280,0.140
31,2004-12-31,1,58.410,0.140
32,2004-09-30,1,63.530,0.140
33,2004-06-30,1,66.870,0.140
34,2003-12-31,1,117.350,0.200
35,2002-12-31,4,921.490,1.180
36,2002-06-30,4,"1,087.110",1.110
37,2001-12-31,5,459.820,0.430
38,2001-06-30,1,169.150,0.210
39,2000-06-30,14,466.250,
