序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,2,"4,064.740",0.760
2,2017-06-30,18,"14,688.880",2.630
3,2017-03-31,3,"13,079.240",2.230
4,2016-12-31,22,"16,994.960",3.240
5,2016-09-30,1,"5,764.620",1.110
6,2016-06-30,23,"3,838.410",0.720
7,2015-12-31,13,"8,928.980",1.690
8,2015-09-30,2,"4,384.680",0.920
9,2015-06-30,10,"4,651.710",0.970
10,2015-03-31,3,"17,982.490",5.470
11,2014-12-31,10,"4,827.960",2.830
12,2014-09-30,2,"1,620.290",0.540
13,2014-06-30,4,"1,813.390",0.660
14,2014-03-31,1,714.960,1.250
15,2013-12-31,2,"1,411.000",2.730
16,2013-09-30,3,"5,167.100",10.760
17,2013-06-30,4,"5,748.660",12.350
18,2013-03-31,1,878.000,2.500
19,2012-12-31,2,"4,798.400",11.890
20,2012-09-30,3,"6,192.660",13.380
21,2012-03-31,1,"1,608.250",3.730
22,2011-12-31,3,576.480,1.370
23,2011-09-30,5,"4,220.670",8.710
24,2011-06-30,2,"1,297.590",3.130
