序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,2,"12,317.190",1.800
2,2017-12-31,66,"24,219.750",4.750
3,2017-09-30,1,"4,534.730",0.780
4,2017-06-30,55,"20,007.220",3.830
5,2017-03-31,4,"2,265.470",0.440
6,2016-12-31,61,"20,948.580",3.950
7,2016-09-30,16,"37,366.440",6.120
8,2016-06-30,58,"61,113.320",8.170
9,2016-03-31,16,"65,753.500",10.350
10,2015-12-31,79,"150,368.830",23.340
11,2015-09-30,10,"41,738.540",10.630
12,2015-06-30,62,"142,153.770",25.550
13,2015-03-31,13,"59,502.090",11.970
14,2014-12-31,27,"19,226.490",9.630
15,2014-09-30,5,"16,779.380",6.130
16,2014-06-30,13,"18,139.580",8.990
17,2014-03-31,4,"12,448.720",8.330
18,2013-12-31,6,"9,098.760",7.020
19,2013-09-30,1,"2,836.810",2.500
20,2013-06-30,6,"2,997.160",3.340
21,2013-03-31,6,"12,402.220",13.490
22,2012-12-31,21,"14,046.570",15.710
23,2012-09-30,5,"12,683.880",15.380
24,2012-06-30,29,"24,919.500",25.290
25,2012-03-31,7,"26,748.100",23.750
26,2011-12-31,35,"48,213.200",35.860
27,2011-09-30,6,"24,830.960",18.150
28,2011-06-30,15,"14,922.860",12.790
29,2011-03-31,1,"2,863.280",2.350
30,2010-12-31,8,"7,085.990",5.180
31,2010-09-30,8,"20,987.890",31.610
32,2010-06-30,17,"22,138.170",32.210
33,2010-03-31,8,"10,374.140",14.260
34,2009-12-31,62,"4,700.470",8.070
