序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,20,"83,513.210",9.410
2,2018-09-30,30,"127,939.850",10.980
3,2018-06-30,127,"214,827.510",41.640
4,2018-03-31,17,"97,453.540",18.310
5,2017-12-31,60,"150,334.440",33.670
6,2017-09-30,32,"117,936.930",27.310
7,2017-06-30,84,"174,387.220",39.800
8,2017-03-31,17,"107,276.590",27.360
9,2016-12-31,62,"130,030.270",33.570
10,2016-09-30,9,"65,036.510",14.860
11,2016-06-30,21,"17,274.250",3.820
12,2015-12-31,6,885.560,0.440
13,2015-09-30,2,444.670,0.370
14,2015-06-30,43,"4,575.780",2.620
