序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,196,"208,168.210",4.310
2,2017-09-30,23,"58,999.780",1.410
3,2017-06-30,179,"205,735.160",4.050
4,2017-03-31,62,"153,661.290",2.710
5,2016-12-31,148,"207,776.610",5.020
6,2016-09-30,62,"119,465.730",3.070
7,2016-06-30,118,"191,160.230",7.750
8,2016-03-31,16,"62,007.650",3.190
9,2015-12-31,92,"128,779.860",6.350
10,2015-09-30,20,"63,080.300",3.350
11,2015-06-30,92,"186,141.920",9.250
12,2015-03-31,11,"121,018.430",6.980
13,2014-12-31,62,"135,721.110",12.240
14,2014-09-30,21,"154,936.590",12.450
15,2014-06-30,66,"151,789.790",16.560
16,2014-03-31,8,"85,744.550",10.480
17,2013-12-31,35,"99,917.780",12.900
18,2013-09-30,8,"125,432.040",13.770
19,2013-06-30,35,"114,793.760",15.650
20,2013-03-31,14,"127,962.030",31.000
21,2012-12-31,28,"105,485.540",43.360
22,2012-09-30,9,"72,000.840",31.480
23,2012-06-30,28,"69,647.020",33.040
24,2012-03-31,7,"33,815.300",18.450
25,2011-12-31,12,"25,823.770",18.650
26,2011-09-30,6,"21,190.940",14.770
27,2011-06-30,4,"2,615.120",2.110
28,2011-03-31,4,"7,934.790",8.460
29,2010-12-31,13,"35,870.600",31.880
30,2010-09-30,9,"30,602.100",30.590
31,2010-06-30,69,"43,318.330",53.060
