序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,3,"8,337.770",0.320
2,2017-12-31,105,"25,828.120",1.040
3,2017-09-30,1,"8,124.870",0.260
4,2017-06-30,114,"54,996.130",1.730
5,2017-03-31,2,"8,815.260",0.430
6,2016-12-31,81,"40,825.800",2.060
7,2016-09-30,2,"13,308.740",0.660
8,2016-06-30,83,"49,318.310",2.630
9,2016-03-31,2,"22,942.840",1.130
10,2015-12-31,80,"54,780.550",2.440
11,2015-09-30,3,"29,623.780",1.530
12,2015-06-30,67,"91,316.370",2.890
13,2015-03-31,7,"52,353.910",1.580
14,2014-12-31,83,"90,575.010",3.490
15,2014-09-30,7,"45,458.680",2.680
16,2014-06-30,55,"20,764.320",1.530
17,2014-03-31,4,"8,970.700",0.620
18,2013-12-31,59,"29,971.810",2.020
19,2013-09-30,1,"2,865.290",0.190
20,2013-06-30,29,"9,272.940",0.660
21,2013-03-31,9,"4,688.680",0.270
22,2012-12-31,29,"7,408.680",0.770
23,2012-06-30,28,"6,901.810",0.640
24,2012-03-31,3,"9,008.490",0.830
25,2011-12-31,37,"18,777.350",1.640
26,2011-09-30,2,"4,926.180",0.460
27,2011-06-30,33,"23,306.360",1.870
28,2011-03-31,7,"23,381.880",1.560
29,2010-12-31,34,"32,232.840",2.180
30,2010-09-30,5,"14,797.590",1.110
31,2010-06-30,33,"23,724.320",1.970
32,2010-03-31,4,"12,587.420",0.740
33,2009-12-31,28,"30,839.350",1.940
34,2009-09-30,5,"13,056.770",1.010
35,2009-06-30,19,"18,412.360",1.280
36,2009-03-31,7,"20,130.640",3.780
37,2008-12-31,20,"18,815.760",5.100
38,2008-09-30,6,"18,843.950",4.180
39,2008-06-30,19,"38,538.600",5.810
40,2008-03-31,5,"55,542.790",4.670
41,2007-12-31,25,"170,146.860",9.560
42,2007-09-30,7,"121,818.080",7.920
43,2007-06-30,18,"43,300.920",4.500
44,2007-03-31,1,"5,192.840",0.750
45,2006-12-31,12,"6,804.050",1.520
46,2006-06-30,11,"2,642.580",0.690
47,2006-03-31,5,"63,802.760",18.380
48,2005-12-31,35,"79,554.580",23.550
49,2005-09-30,11,"45,298.090",14.400
50,2005-06-30,19,"38,401.930",14.870
51,2005-03-31,5,"19,072.250",8.030
52,2004-12-31,16,"20,806.840",8.400
53,2004-09-30,6,"18,824.670",6.540
54,2004-06-30,16,"26,391.690",8.760
55,2004-03-31,1,"7,824.690",2.110
56,2003-12-31,18,"28,684.620",8.220
57,2003-09-30,2,"4,956.570",1.680
58,2003-06-30,13,"25,330.140",7.900
59,2003-03-31,6,"23,113.630",6.860
60,2002-12-31,33,"47,539.230",15.140
61,2002-09-30,7,"23,157.610",6.150
62,2002-06-30,30,"50,871.110",11.850
63,2002-03-31,4,"6,960.260",1.850
64,2001-12-31,16,"13,439.950",3.740
65,2001-06-30,9,"18,628.670",5.600
66,2001-03-31,2,"5,779.670",1.860
67,2000-12-31,20,"64,038.710",18.470
68,2000-09-30,2,"6,715.820",2.680
69,2000-06-30,22,"85,396.660",32.450
