序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,1,"4,103.120",0.950
2,2017-12-31,68,"32,786.930",6.070
3,2017-09-30,9,"16,987.190",3.080
4,2017-06-30,58,"17,330.620",3.410
5,2017-03-31,5,"6,598.650",1.250
6,2016-12-31,19,"6,361.590",1.430
7,2016-09-30,1,"1,419.690",0.310
8,2016-06-30,13,"1,172.900",0.220
9,2016-03-31,1,46.220,0.010
10,2015-12-31,19,"18,598.190",2.870
11,2015-09-30,1,878.090,0.270
12,2015-06-30,16,"7,429.020",1.210
13,2015-03-31,8,"82,789.050",14.420
14,2014-12-31,70,"84,914.170",21.100
15,2014-09-30,7,"22,185.960",7.420
16,2014-06-30,23,"33,550.220",13.340
17,2014-03-31,5,"20,588.530",9.150
18,2013-12-31,17,"24,609.750",10.560
19,2013-09-30,4,"10,732.540",7.460
20,2013-06-30,13,"13,897.090",10.190
21,2013-03-31,6,"17,822.100",13.460
22,2012-12-31,15,"7,331.060",6.860
23,2012-09-30,3,"6,008.410",5.900
24,2012-06-30,5,194.160,0.190
25,2011-06-30,1,232.180,0.280
26,2010-12-31,21,"19,653.170",17.610
