序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,8,323.470,0.160
2,2017-06-30,6,482.780,0.150
3,2017-03-31,2,"4,188.210",1.210
4,2016-12-31,26,"15,374.340",3.920
5,2016-09-30,1,"5,510.190",1.510
6,2016-06-30,18,"6,469.860",1.910
7,2016-03-31,3,"6,335.970",1.700
8,2015-12-31,13,"10,430.780",2.320
9,2015-06-30,9,"1,556.440",0.360
10,2014-12-31,6,"2,930.940",1.160
11,2014-06-30,2,136.450,0.070
12,2013-12-31,1,5.370,0.000
13,2013-06-30,1,1.380,0.000
14,2011-03-31,1,485.070,0.630
15,2010-12-31,3,"1,251.710",1.500
16,2010-09-30,2,"3,724.380",4.710
17,2010-06-30,14,"1,618.320",2.790
