序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,14,"23,439.380",2.290
2,2017-03-31,1,"14,942.550",1.960
3,2016-12-31,34,"32,375.570",4.650
4,2016-09-30,1,"10,529.610",1.960
5,2016-06-30,27,"5,414.200",0.880
6,2015-12-31,26,"5,479.970",0.620
7,2015-09-30,3,"3,872.660",0.560
8,2015-06-30,28,"1,090.880",0.180
9,2015-03-31,5,189.050,0.030
10,2014-12-31,30,"1,346.190",0.230
11,2014-09-30,2,41.760,0.010
12,2014-06-30,22,"1,780.250",0.340
13,2014-03-31,1,41.880,0.010
14,2013-12-31,26,"2,131.910",0.460
15,2013-06-30,17,"2,970.790",0.870
16,2013-03-31,1,"6,209.400",1.120
17,2012-12-31,19,"8,567.920",1.690
18,2012-09-30,1,"4,299.120",0.980
19,2012-06-30,26,"14,998.560",2.720
20,2012-03-31,1,"5,511.830",0.870
21,2011-12-31,17,"11,584.870",1.920
22,2011-09-30,1,195.190,0.030
23,2011-06-30,10,"5,377.480",0.820
24,2011-03-31,2,"23,461.610",3.290
25,2010-12-31,14,"73,106.370",9.760
26,2010-09-30,2,"29,777.630",4.610
27,2010-06-30,7,"33,512.160",6.500
28,2010-03-31,5,"31,782.000",4.760
29,2009-12-31,6,"9,868.940",1.820
30,2009-06-30,1,277.190,0.070
31,2006-12-31,1,18.380,0.050
32,2006-06-30,1,33.330,0.080
33,2005-12-31,1,25.300,0.080
34,2005-06-30,2,"2,122.390",6.320
35,2005-03-31,1,973.080,2.670
36,2004-12-31,1,30.700,0.080
37,2004-06-30,1,29.630,0.080
38,2003-06-30,1,212.850,0.460
