序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,14,429.900,0.260
2,2018-06-30,10,148.000,0.120
3,2017-12-31,12,72.300,0.050
4,2017-06-30,26,224.320,0.140
