序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,7,89.090,0.040
2,2018-06-30,7,22.980,0.010
3,2017-12-31,11,143.110,0.040
4,2017-09-30,1,"2,345.480",0.470
5,2017-06-30,13,"8,215.660",1.840
6,2017-03-31,3,"13,396.050",2.970
7,2016-12-31,29,"23,210.210",4.840
8,2016-09-30,2,"4,686.120",0.960
9,2016-06-30,9,"5,480.240",0.960
10,2016-03-31,3,"7,367.470",1.260
11,2015-12-31,10,"7,487.200",1.060
12,2015-09-30,2,"4,020.710",0.930
13,2015-06-30,8,"15,771.260",2.350
14,2015-03-31,1,"1,894.450",0.330
15,2014-12-31,3,55.730,0.010
16,2014-09-30,2,"13,997.190",3.070
17,2014-06-30,3,"10,377.110",3.380
18,2014-03-31,2,"9,521.070",3.370
19,2013-12-31,6,"11,487.810",4.780
20,2013-09-30,2,"6,285.690",2.410
21,2013-06-30,3,"3,152.080",1.500
22,2012-12-31,1,0.050,0.000
23,2012-06-30,1,0.060,0.000
24,2010-12-31,2,688.350,0.310
25,2010-09-30,2,"7,961.100",2.990
26,2010-06-30,3,"3,061.220",1.980
27,2009-06-30,1,"2,406.000",1.440
28,2009-03-31,1,"2,146.680",1.490
29,2006-12-31,2,905.180,2.470
30,2006-09-30,1,405.400,0.950
31,2006-06-30,1,40.430,0.100
32,2006-03-31,1,700.490,2.100
33,2005-12-31,1,22.370,0.100
34,2005-06-30,1,22.260,0.100
35,2004-12-31,1,26.900,0.100
36,2004-09-30,1,502.780,1.800
37,2004-06-30,4,724.400,1.860
38,2004-03-31,1,3.320,
