序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,13,"11,974.130",2.800
2,2017-09-30,1,"6,316.000",1.040
3,2017-06-30,26,"11,747.390",2.230
4,2017-03-31,3,"10,305.200",1.900
5,2016-12-31,37,"34,156.570",5.680
6,2016-09-30,4,"12,606.060",1.630
7,2016-06-30,45,"59,350.040",8.670
8,2016-03-31,3,"8,787.470",1.320
9,2015-12-31,36,"70,806.760",7.120
10,2015-09-30,19,"42,304.110",3.030
11,2015-06-30,60,"111,454.340",8.080
12,2015-03-31,17,"62,813.930",9.680
13,2014-12-31,14,"28,468.120",9.730
14,2014-09-30,8,"78,320.270",15.450
15,2014-06-30,14,"46,116.440",14.590
16,2014-03-31,4,"27,755.530",12.980
17,2013-12-31,10,"10,786.850",3.690
18,2013-06-30,7,"3,354.250",2.570
19,2013-03-31,1,"2,796.080",2.810
20,2012-12-31,12,"6,500.090",7.550
21,2012-09-30,4,"10,349.600",11.110
22,2012-06-30,13,"12,441.520",12.280
23,2012-03-31,9,"13,356.110",12.040
24,2011-12-31,21,"23,263.800",19.280
25,2011-09-30,2,"6,536.340",5.580
26,2011-06-30,12,"10,587.570",15.590
27,2011-03-31,4,"11,693.590",14.020
28,2010-12-31,13,"32,032.820",36.360
29,2010-09-30,10,"9,248.230",20.760
