序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,82,"112,027.230",3.030
2,2017-12-31,171,"77,963.750",2.720
3,2017-09-30,18,"20,326.820",0.640
4,2017-06-30,154,"77,794.150",2.700
5,2017-03-31,12,"41,253.010",1.580
6,2016-12-31,120,"139,362.730",4.790
7,2016-09-30,26,"97,686.740",2.830
8,2016-06-30,210,"381,289.180",9.240
9,2016-03-31,38,"60,869.720",1.690
10,2015-12-31,143,"210,767.690",5.600
11,2015-09-30,24,"141,338.660",5.240
12,2015-06-30,254,"1,124,641.700",16.250
13,2015-03-31,96,"1,114,049.960",16.560
14,2014-12-31,166,"757,622.330",22.390
15,2014-09-30,53,"536,238.210",20.580
16,2014-06-30,83,"511,840.730",28.180
17,2014-03-31,37,"374,989.780",28.910
18,2013-12-31,83,"469,066.660",36.400
19,2013-09-30,36,"422,626.030",31.730
20,2013-06-30,74,"262,013.860",33.930
21,2013-03-31,12,"145,223.840",20.040
22,2012-12-31,99,"300,646.160",42.380
23,2012-09-30,22,"209,880.080",26.750
24,2012-06-30,110,"401,007.700",46.860
25,2012-03-31,20,"242,416.530",31.860
26,2011-12-31,76,"345,947.260",45.310
27,2011-09-30,16,"244,317.900",28.470
28,2011-06-30,74,"415,539.190",44.890
29,2011-03-31,18,"239,093.090",24.150
30,2010-12-31,108,"609,759.970",48.280
31,2010-09-30,19,"302,167.030",29.740
32,2010-06-30,74,"451,759.520",48.220
33,2010-03-31,22,"302,420.430",29.130
34,2009-12-31,69,"367,109.420",39.220
35,2009-09-30,12,"142,282.950",22.890
36,2009-06-30,37,"148,159.060",27.730
37,2009-03-31,4,"62,672.760",13.040
38,2008-12-31,36,"100,334.490",33.020
39,2008-09-30,5,"57,161.610",16.940
40,2008-06-30,28,"131,477.010",35.920
41,2008-03-31,5,"64,753.450",15.240
42,2007-12-31,19,"155,916.020",29.460
43,2007-09-30,3,"54,809.990",9.510
44,2007-06-30,17,"51,556.550",24.020
45,2007-03-31,7,"39,946.550",18.930
46,2006-12-31,9,"14,851.300",14.370
47,2006-06-30,2,"2,260.600",6.580
48,2005-12-31,1,26.480,0.140
49,2005-06-30,2,269.720,1.690
50,2004-12-31,1,22.370,0.120
51,2004-06-30,2,428.420,1.450
52,2003-12-31,13,485.990,1.610
