序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,47,"11,741.480",2.290
2,2017-09-30,1,583.830,0.100
3,2017-06-30,36,"11,578.060",2.210
4,2016-12-31,21,"3,800.770",0.730
5,2016-09-30,5,"6,104.130",1.220
6,2016-06-30,33,"16,934.660",3.540
7,2016-03-31,4,"9,532.570",2.070
8,2015-12-31,30,"33,870.670",5.660
9,2015-09-30,4,"17,090.800",3.850
10,2015-06-30,9,"28,801.900",5.690
11,2015-03-31,3,"23,133.540",5.190
12,2014-12-31,12,"21,317.740",6.300
13,2014-09-30,11,"45,936.620",11.860
14,2014-06-30,8,"3,919.510",1.340
15,2014-03-31,1,"2,740.400",1.020
16,2013-12-31,7,448.720,0.180
17,2013-09-30,1,768.000,0.330
18,2013-06-30,3,"2,966.510",4.400
19,2013-03-31,1,"3,565.190",4.400
