序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"2,637.880",0.460
2,2017-06-30,21,"4,304.170",1.010
3,2017-03-31,2,"4,281.590",0.860
4,2016-12-31,21,"5,556.330",1.010
5,2016-09-30,1,"4,707.980",0.770
6,2016-06-30,26,"18,810.400",2.900
7,2016-03-31,5,"19,291.910",2.590
8,2015-12-31,30,"31,798.530",3.540
9,2015-09-30,4,"14,406.470",2.680
10,2015-06-30,31,"96,213.710",10.270
11,2015-03-31,5,"27,493.560",4.460
12,2014-12-31,22,"15,306.250",4.690
13,2014-09-30,2,"10,804.690",4.340
14,2014-06-30,10,"2,441.290",1.070
15,2014-03-31,2,"1,057.260",0.530
16,2013-12-31,9,"2,209.960",1.290
17,2013-09-30,2,"2,709.880",1.610
18,2013-06-30,5,232.410,0.260
19,2013-03-31,2,"2,019.610",1.730
20,2012-12-31,6,"1,929.350",1.490
21,2012-09-30,2,"13,374.520",11.150
22,2012-06-30,10,"7,985.360",6.290
23,2012-03-31,1,"2,101.950",1.630
24,2011-12-31,3,"2,819.590",1.960
25,2011-06-30,1,"1,753.200",0.870
26,2010-12-31,2,"1,164.310",0.810
27,2010-09-30,1,837.510,0.830
28,2010-06-30,6,"12,422.330",15.990
29,2010-03-31,3,"13,480.100",9.830
30,2009-12-31,5,"5,406.100",4.860
31,2009-09-30,1,"1,326.470",1.750
32,2009-06-30,4,"4,649.740",5.640
33,2009-03-31,3,"5,242.070",7.300
34,2008-12-31,10,"9,687.380",20.590
35,2008-09-30,8,"8,282.730",26.870
36,2008-06-30,5,"3,825.150",9.300
37,2008-03-31,2,926.060,1.900
38,2007-12-31,23,"3,021.350",5.380
