序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,12,"20,227.290",1.130
2,2017-12-31,185,"51,275.860",2.820
3,2017-09-30,3,704.300,0.050
4,2017-06-30,168,"96,250.690",7.190
5,2017-03-31,30,"68,077.380",5.620
6,2016-12-31,140,"72,050.030",7.250
7,2016-09-30,1,"7,937.930",0.850
8,2016-06-30,97,"19,091.630",1.900
9,2016-03-31,1,538.150,0.040
10,2015-12-31,97,"27,554.390",1.650
11,2015-06-30,59,"48,766.750",4.440
12,2015-03-31,1,"4,731.590",0.510
13,2014-12-31,15,"2,903.210",1.160
14,2014-09-30,1,"8,799.050",2.440
15,2014-06-30,8,"33,345.030",11.860
16,2014-03-31,3,"24,245.470",8.290
17,2013-12-31,6,51.680,0.030
18,2013-06-30,9,266.500,0.290
19,2012-12-31,23,"7,060.930",6.380
20,2012-09-30,3,"5,188.850",4.500
21,2012-06-30,19,"13,670.230",9.850
22,2012-03-31,4,"7,103.240",5.250
23,2011-12-31,16,"13,115.530",8.880
24,2011-09-30,4,"7,912.240",6.290
25,2011-06-30,8,"3,869.180",2.730
26,2010-06-30,1,86.330,0.160
27,2008-12-31,3,"1,068.600",2.990
28,2008-09-30,1,947.680,6.320
29,2008-06-30,8,"1,041.060",5.050
30,2007-12-31,118,"2,645.740",6.940
