序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,8,"62,264.950",1.450
2,2018-12-31,125,"74,358.860",2.250
3,2018-09-30,6,"57,781.390",1.250
4,2018-06-30,142,"128,818.760",3.070
5,2018-03-31,24,"89,698.220",5.100
6,2017-12-31,217,"266,919.600",13.920
7,2017-09-30,35,"57,191.790",2.840
8,2017-06-30,211,"135,568.160",7.530
9,2017-03-31,26,"68,004.780",4.020
10,2016-12-31,163,"135,900.410",8.630
11,2016-09-30,13,"43,838.020",2.640
12,2016-06-30,41,"95,283.880",5.950
13,2016-03-31,2,"11,209.330",1.710
14,2015-12-31,13,"16,547.130",2.450
15,2015-09-30,4,"12,037.310",1.970
16,2015-06-30,8,"5,152.850",0.770
17,2015-03-31,2,"12,570.810",2.140
18,2014-12-31,13,"13,058.070",3.550
19,2014-09-30,2,"3,073.120",0.850
20,2013-12-31,2,107.030,0.050
21,2013-03-31,1,197.740,0.080
22,2012-06-30,2,38.820,0.020
23,2011-12-31,3,302.150,0.150
24,2011-03-31,2,"5,538.400",1.680
25,2010-12-31,7,"20,688.600",6.980
26,2010-09-30,8,"23,489.490",7.960
27,2010-06-30,4,"3,651.770",1.710
28,2006-12-31,1,20.730,0.060
29,2006-06-30,1,32.610,0.100
30,2005-12-31,1,22.250,0.100
31,2005-06-30,1,22.210,0.100
32,2004-12-31,1,26.220,0.100
33,2004-06-30,1,32.540,0.100
34,2003-12-31,1,651.090,2.080
35,2003-06-30,1,"1,241.900",2.750
36,2002-12-31,4,"1,655.790",3.390
37,2002-06-30,9,"3,566.540",5.580
38,2001-12-31,2,891.080,1.250
39,2001-06-30,5,"1,496.930",1.400
40,2000-12-31,4,774.380,0.720
