序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,61,"20,240.090",2.270
2,2017-09-30,7,"2,456.950",0.230
3,2017-06-30,89,"65,780.940",5.740
4,2017-03-31,3,"13,255.300",1.240
5,2016-12-31,62,"53,150.780",4.720
6,2016-09-30,14,"22,076.980",1.810
7,2016-06-30,113,"231,541.820",14.680
8,2016-03-31,7,"15,055.870",1.540
9,2015-12-31,29,"51,311.880",4.720
10,2015-09-30,3,"4,139.520",0.770
11,2015-06-30,10,"9,408.530",1.160
12,2015-03-31,1,"1,376.270",0.250
13,2014-12-31,8,"1,880.660",0.450
14,2014-06-30,12,"5,059.460",2.420
15,2014-03-31,4,"11,287.890",4.900
16,2013-12-31,12,"25,589.900",10.390
17,2013-09-30,4,"43,910.670",16.140
18,2013-06-30,23,"55,220.660",19.840
19,2013-03-31,3,"20,839.250",9.420
20,2012-12-31,16,"20,338.900",10.250
21,2012-09-30,4,"5,814.730",9.340
22,2012-06-30,9,"5,357.090",7.640
23,2012-03-31,5,"7,288.010",10.540
24,2011-12-31,8,"12,351.860",19.530
