序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,5,23.610,0.000
2,2017-09-30,4,849.210,0.130
3,2017-06-30,10,"1,458.140",0.230
4,2016-12-31,8,"1,430.470",0.200
5,2016-09-30,2,"15,496.990",3.640
6,2016-06-30,20,"12,281.610",4.440
7,2016-03-31,2,"8,877.540",3.350
8,2015-12-31,21,"17,631.330",6.620
9,2015-09-30,2,"3,792.460",2.260
10,2015-06-30,14,"22,166.810",8.010
11,2015-03-31,3,"4,642.710",2.090
12,2014-12-31,8,"26,032.270",14.540
13,2014-09-30,8,"27,179.120",12.940
14,2014-06-30,2,68.870,0.110
15,2013-12-31,2,54.490,0.090
16,2013-09-30,1,394.200,0.600
17,2013-06-30,3,486.880,0.610
18,2013-03-31,3,"2,069.210",3.210
19,2012-12-31,1,380.100,0.600
20,2012-09-30,1,235.200,0.600
21,2012-06-30,2,930.550,1.800
22,2012-03-31,2,"1,740.590",3.800
23,2011-12-31,2,"1,988.950",4.000
24,2011-09-30,3,"10,512.000",20.000
