序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,25,"10,379.690",5.520
2,2018-09-30,2,"6,666.160",3.170
3,2018-06-30,22,"10,128.490",4.070
4,2017-12-31,34,"5,334.540",1.730
5,2017-09-30,2,"1,043.940",0.290
6,2017-06-30,13,"1,658.570",0.460
7,2016-12-31,13,"6,893.610",1.660
8,2016-09-30,3,"7,984.510",1.690
9,2016-06-30,37,"18,651.450",5.410
10,2016-03-31,4,"7,646.470",2.170
11,2015-12-31,35,"52,639.010",9.840
12,2015-09-30,21,"41,626.690",8.250
13,2015-06-30,43,"47,263.860",8.100
14,2015-03-31,3,"5,291.260",1.180
15,2014-12-31,22,"22,098.820",6.600
16,2014-09-30,3,"9,833.460",3.430
17,2014-06-30,2,308.130,0.160
18,2013-12-31,1,291.000,0.180
19,2013-06-30,2,251.530,0.180
20,2012-12-31,1,133.360,0.080
21,2012-06-30,3,173.180,0.090
22,2011-12-31,1,31.910,0.020
23,2011-06-30,1,18.780,0.010
24,2010-12-31,1,596.810,0.220
25,2010-06-30,2,"3,485.020",1.370
26,2010-03-31,1,"6,311.990",2.090
27,2009-12-31,1,"4,142.650",2.670
28,2006-12-31,1,0.460,0.000
29,2006-06-30,1,0.470,0.000
30,2005-12-31,1,0.260,0.000
31,2005-06-30,1,0.280,0.000
32,2004-12-31,2,335.940,0.860
33,2004-09-30,1,459.540,1.170
34,2004-06-30,2,469.250,1.170
35,2002-12-31,2,645.540,1.110
36,2002-06-30,3,777.730,0.960
37,2001-12-31,2,378.500,0.520
38,2000-12-31,2,544.460,0.580
39,2000-09-30,1,329.720,0.390
