序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,42,"10,285.770",2.610
2,2018-09-30,6,"6,489.590",1.440
3,2018-06-30,14,"1,968.420",0.480
4,2017-12-31,18,"1,957.720",0.380
5,2017-09-30,2,"5,499.410",0.890
6,2017-06-30,23,"3,696.340",0.710
7,2017-03-31,3,"4,454.930",0.760
8,2016-12-31,31,"13,032.570",2.280
9,2016-09-30,3,"7,257.010",1.350
10,2016-06-30,32,"30,054.790",5.970
11,2016-03-31,4,"13,259.540",2.730
12,2015-12-31,15,"6,029.910",1.100
13,2015-09-30,4,"4,507.640",0.720
14,2015-06-30,19,"13,731.410",2.200
15,2015-03-31,3,"8,549.100",1.530
16,2014-12-31,12,"4,285.240",0.970
17,2014-09-30,4,"13,357.820",3.090
18,2014-06-30,5,"6,937.540",2.530
19,2014-03-31,1,"4,783.940",1.790
20,2013-12-31,14,"2,458.580",0.960
21,2013-09-30,1,"2,256.450",0.850
22,2013-06-30,23,"1,599.660",0.670
23,2012-12-31,40,"10,596.430",3.210
24,2012-09-30,3,"9,633.780",2.690
25,2012-06-30,33,"24,477.490",6.000
26,2012-03-31,4,"25,155.520",5.320
27,2011-12-31,24,"37,547.730",8.640
28,2011-09-30,5,"46,612.580",8.240
29,2011-06-30,28,"97,036.440",14.180
30,2011-03-31,6,"69,389.580",8.920
31,2010-12-31,20,"68,648.290",10.000
32,2010-09-30,5,"48,721.480",8.040
33,2010-06-30,23,"57,294.200",12.430
34,2010-03-31,6,"52,109.880",9.090
35,2009-12-31,18,"66,023.460",12.140
36,2009-09-30,6,"34,028.820",8.750
37,2009-06-30,8,"36,844.340",10.510
38,2009-03-31,4,"11,157.390",3.780
39,2008-12-31,2,"2,877.450",3.450
40,2008-09-30,5,"15,361.770",13.310
41,2008-06-30,8,"19,343.700",14.450
42,2008-03-31,4,"33,262.030",15.980
43,2007-12-31,13,"76,068.260",26.060
44,2007-09-30,6,"78,873.920",23.090
45,2007-06-30,8,"33,195.580",16.440
46,2007-03-31,4,"31,273.220",16.410
47,2006-12-31,3,62.000,0.060
48,2006-06-30,6,"6,800.380",7.590
49,2006-03-31,2,"7,490.160",12.090
50,2005-12-31,11,"9,327.150",15.010
51,2005-09-30,1,175.220,0.330
52,2005-06-30,2,139.960,0.290
53,2005-03-31,1,176.270,0.270
54,2004-12-31,2,282.390,0.320
55,2004-09-30,1,346.430,0.330
56,2004-06-30,2,237.700,0.270
57,2002-12-31,4,"1,771.230",2.310
58,2002-06-30,5,"2,507.100",2.280
