序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,11,"1,478.120",0.320
2,2017-09-30,6,"2,205.130",0.360
3,2017-06-30,20,"4,033.580",0.820
4,2017-03-31,3,"4,054.570",1.000
5,2016-12-31,23,"27,713.100",6.040
6,2016-09-30,12,"18,937.340",4.080
7,2016-06-30,37,"55,964.440",10.550
8,2016-03-31,11,"31,383.460",7.100
9,2015-12-31,58,"104,409.170",18.490
10,2015-09-30,9,"20,431.720",6.220
11,2015-06-30,44,"72,417.600",14.900
12,2015-03-31,4,"16,382.280",4.300
13,2014-12-31,9,"11,627.970",4.280
14,2014-09-30,2,"8,404.090",2.440
15,2014-06-30,1,4.600,0.000
16,2014-03-31,1,216.750,0.100
17,2013-12-31,1,3.010,0.000
18,2013-06-30,2,144.620,0.230
19,2012-12-31,2,216.990,0.310
20,2012-06-30,1,17.750,0.020
21,2011-12-31,2,"3,900.600",5.010
22,2011-09-30,1,"6,684.030",8.880
23,2011-06-30,1,633.030,0.750
24,2011-03-31,1,"1,903.160",1.880
25,2010-12-31,2,"4,370.000",4.760
