序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,4,603.840,0.030
2,2018-12-31,108,"15,739.740",0.820
3,2018-09-30,3,"1,010.510",0.050
4,2018-06-30,84,"10,227.970",0.510
5,2018-03-31,1,"2,218.240",0.100
6,2017-12-31,93,"11,033.110",0.470
7,2017-06-30,93,"18,300.000",0.790
8,2017-03-31,2,343.200,0.010
9,2016-12-31,69,"13,349.520",0.540
10,2016-09-30,1,197.010,0.010
11,2016-06-30,83,"21,833.140",0.830
12,2016-03-31,1,146.060,0.010
13,2015-12-31,78,"19,265.310",0.720
14,2015-06-30,74,"36,862.180",0.970
15,2015-03-31,2,"15,631.250",0.420
16,2014-12-31,69,"38,485.270",1.270
17,2014-09-30,1,34.400,0.000
18,2014-06-30,61,"20,573.830",0.900
19,2014-03-31,3,"7,085.540",0.360
20,2013-12-31,80,"28,185.310",1.200
21,2013-09-30,4,"10,506.950",0.390
22,2013-06-30,77,"30,290.640",1.180
23,2013-03-31,1,"7,283.010",0.200
24,2012-12-31,70,"51,093.830",1.350
25,2012-09-30,3,"20,835.930",0.550
26,2012-06-30,67,"79,967.810",1.960
27,2012-03-31,4,"30,143.220",0.730
28,2011-12-31,58,"61,413.240",1.670
29,2011-09-30,3,"32,930.780",0.680
30,2011-06-30,62,"125,964.200",2.030
31,2011-03-31,6,"119,573.030",5.810
32,2010-12-31,66,"243,087.850",12.960
33,2010-09-30,8,"128,535.230",8.980
34,2010-06-30,47,"106,322.600",11.290
35,2010-03-31,6,"96,892.520",8.850
36,2009-12-31,68,"228,427.630",18.570
37,2009-09-30,12,"151,901.400",12.580
38,2009-06-30,57,"254,910.000",24.450
39,2009-03-31,8,"54,673.070",6.890
40,2008-12-31,27,"39,738.920",7.340
41,2008-09-30,10,"31,633.610",4.940
42,2008-06-30,41,"35,480.950",5.170
