序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,1,55.090,0.020
2,2018-12-31,10,120.610,0.040
3,2018-06-30,7,36.220,0.010
4,2017-12-31,6,17.660,0.000
5,2017-06-30,10,671.640,0.140
6,2017-03-31,3,"3,116.880",0.580
7,2016-12-31,23,"8,150.650",1.420
8,2016-06-30,9,"1,681.620",0.300
9,2015-12-31,5,"1,575.340",0.230
10,2015-06-30,7,"9,381.270",1.430
11,2014-12-31,5,45.070,0.010
12,2014-09-30,1,686.240,0.620
13,2014-06-30,5,31.000,0.030
14,2013-12-31,5,71.260,0.070
15,2013-06-30,5,59.640,0.070
16,2012-12-31,4,445.000,0.370
17,2012-09-30,2,"1,378.670",1.800
18,2012-06-30,6,"2,436.500",3.530
19,2012-03-31,1,0.660,0.000
20,2011-12-31,7,"8,346.700",15.000
