序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,9,"1,008.030",0.730
2,2018-06-30,3,143.280,0.100
3,2017-12-31,3,376.580,0.170
4,2017-06-30,6,114.280,0.060
5,2016-12-31,15,"1,665.750",0.570
6,2016-09-30,2,"1,824.840",0.660
7,2016-06-30,24,"12,171.180",4.980
8,2015-12-31,9,"4,484.430",1.690
9,2015-09-30,2,"1,752.290",0.790
10,2015-06-30,6,"8,042.230",3.290
11,2015-03-31,3,"5,941.940",3.740
12,2014-12-31,10,"5,423.590",5.710
13,2014-09-30,2,"2,395.160",2.100
14,2014-06-30,1,66.180,0.060
15,2013-06-30,1,17.100,0.030
16,2010-03-31,1,423.000,0.430
17,2006-12-31,1,2.010,0.010
18,2006-06-30,1,5.260,0.020
19,2005-12-31,1,3.540,0.020
20,2005-06-30,1,3.870,0.020
21,2004-12-31,1,6.410,0.020
22,2004-06-30,2,607.900,1.810
