序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,62,"30,578.660",2.490
2,2017-09-30,9,"25,428.990",1.830
3,2017-06-30,92,"20,807.700",1.660
4,2017-03-31,9,"13,248.570",0.880
5,2016-12-31,77,"41,529.630",2.900
6,2016-09-30,2,"4,587.250",0.350
7,2016-06-30,52,"6,777.510",0.570
8,2015-12-31,46,"15,987.090",1.040
9,2015-09-30,1,181.340,0.010
10,2015-06-30,30,"10,122.940",0.510
11,2015-03-31,1,"5,903.950",0.450
12,2014-12-31,29,"1,936.060",0.180
13,2014-09-30,1,"25,656.740",5.640
14,2014-06-30,25,"24,984.510",8.590
15,2013-12-31,25,"24,290.270",8.650
16,2013-06-30,15,461.590,0.160
17,2012-12-31,11,"1,451.980",0.410
18,2012-06-30,5,294.530,0.110
19,2012-03-31,1,526.510,0.190
20,2011-12-31,5,"4,518.980",2.420
21,2011-09-30,3,"6,046.570",2.570
22,2011-06-30,2,13.710,0.000
23,2010-12-31,1,280.700,0.120
24,2010-09-30,1,838.000,0.330
25,2010-06-30,1,509.450,0.220
26,2010-03-31,1,826.760,0.250
27,2009-12-31,2,"1,137.350",0.560
28,2008-09-30,1,"1,759.740",1.780
29,2006-12-31,1,25.890,0.030
30,2006-09-30,1,"2,314.300",3.590
31,2006-06-30,3,"5,538.310",9.480
32,2005-12-31,1,23.610,0.080
33,2005-06-30,1,22.290,0.080
34,2004-12-31,1,31.960,0.080
35,2004-06-30,1,42.010,0.080
36,2003-06-30,1,"1,180.360",1.410
