序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,7,66.430,0.020
2,2018-06-30,1,1.960,0.000
3,2017-12-31,3,50.270,0.010
4,2017-06-30,2,23.820,0.000
5,2017-03-31,1,"1,171.660",0.180
6,2016-12-31,11,"2,346.850",0.380
7,2016-09-30,2,376.380,0.060
8,2016-06-30,6,234.420,0.040
9,2016-03-31,1,139.240,0.030
10,2015-12-31,14,"16,987.490",2.630
11,2015-09-30,2,"5,731.570",1.130
12,2015-06-30,11,"6,430.050",0.880
13,2015-03-31,2,"4,720.930",0.730
14,2014-12-31,13,"5,378.680",1.010
15,2014-09-30,1,"4,399.870",0.710
16,2014-06-30,13,"6,323.930",1.280
17,2014-03-31,1,"4,250.190",0.840
18,2013-12-31,11,"7,891.460",1.490
19,2013-06-30,5,174.640,0.040
20,2013-03-31,1,"1,947.950",0.430
21,2012-12-31,8,"2,300.160",0.530
22,2012-06-30,8,"2,086.500",0.490
23,2012-03-31,1,"1,753.690",0.430
24,2011-12-31,4,"2,017.100",0.540
25,2010-12-31,3,"5,391.790",1.160
26,2010-09-30,3,"10,767.260",6.260
27,2010-06-30,3,"2,427.570",1.700
28,2010-03-31,2,"2,033.510",1.140
29,2009-12-31,5,"6,175.750",3.310
30,2009-09-30,1,"1,440.920",0.910
31,2009-06-30,1,"1,007.140",0.660
32,2009-03-31,1,"1,033.860",0.710
33,2008-12-31,2,937.180,0.770
34,2008-06-30,5,230.570,0.160
35,2007-12-31,111,"11,800.600",6.940
