序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,27,"1,215.260",0.370
2,2018-06-30,9,"5,476.250",1.500
3,2018-03-31,3,"15,518.120",3.390
4,2017-12-31,34,"46,119.310",8.570
5,2017-09-30,13,"69,368.620",11.200
6,2017-06-30,54,"106,910.820",16.190
7,2017-03-31,9,"57,880.280",10.490
8,2016-12-31,50,"119,516.460",18.240
9,2016-09-30,9,"23,507.340",8.250
10,2016-06-30,38,"50,862.640",16.970
11,2016-03-31,11,"57,674.430",20.730
12,2015-12-31,35,"108,227.070",27.090
13,2015-09-30,6,"15,926.060",4.330
14,2015-06-30,21,"25,943.660",4.530
15,2014-12-31,10,940.500,0.300
16,2014-09-30,1,"3,089.960",0.880
17,2014-06-30,8,252.920,0.100
18,2013-12-31,10,"3,587.730",1.040
19,2013-09-30,2,"3,405.600",1.000
20,2013-06-30,14,"10,548.350",2.820
21,2013-03-31,1,"2,416.730",0.940
22,2012-12-31,10,825.760,0.410
23,2012-09-30,1,575.010,0.450
24,2012-06-30,12,"2,625.190",1.910
25,2012-03-31,1,"1,468.000",1.120
26,2011-12-31,18,"19,640.530",14.580
27,2011-09-30,3,"21,477.370",13.000
28,2011-06-30,17,"17,110.750",10.240
29,2011-03-31,3,"17,793.020",9.020
30,2010-12-31,24,"49,143.240",19.950
31,2010-09-30,7,"26,224.930",22.430
32,2010-06-30,34,"67,199.180",48.190
33,2010-03-31,14,"46,950.500",25.790
34,2009-12-31,73,"11,369.450",13.750
