序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,851,"2,574,908.300",3.520
2,2017-09-30,424,"1,909,619.380",2.960
3,2017-06-30,629,"2,063,116.100",3.420
4,2017-03-31,249,"1,127,284.910",2.330
5,2016-12-31,300,"992,469.090",2.030
6,2016-09-30,157,"855,034.690",1.880
7,2016-06-30,201,"886,348.520",2.010
8,2016-03-31,142,"786,392.910",1.940
9,2015-12-31,209,"1,053,863.170",2.320
10,2015-09-30,150,"1,381,339.440",3.080
11,2015-06-30,253,"2,062,185.120",4.370
12,2015-03-31,106,"1,310,875.380",3.340
13,2014-12-31,284,"2,081,985.850",4.980
14,2014-09-30,99,"915,957.350",3.500
15,2014-06-30,167,"1,126,752.900",4.360
16,2014-03-31,104,"940,212.230",3.800
17,2013-12-31,164,"1,334,618.460",4.860
18,2013-09-30,121,"1,428,202.430",5.330
19,2013-06-30,181,"1,551,928.680",6.200
20,2013-03-31,113,"1,531,469.960",5.620
21,2012-12-31,237,"2,299,771.330",7.750
22,2012-09-30,115,"1,357,911.880",6.190
23,2012-06-30,208,"1,989,480.300",8.440
24,2012-03-31,190,"2,579,914.820",10.050
25,2011-12-31,293,"3,190,745.670",12.460
26,2011-09-30,177,"2,318,560.720",9.720
27,2011-06-30,269,"3,683,791.570",13.110
28,2011-03-31,183,"3,366,292.930",11.070
29,2010-12-31,202,"3,010,809.010",10.890
30,2010-09-30,147,"2,918,732.490",10.450
31,2010-06-30,251,"3,756,510.980",13.380
32,2010-03-31,237,"5,286,151.890",15.370
33,2009-12-31,293,"5,952,220.370",17.250
34,2009-09-30,177,"4,016,537.110",14.210
35,2009-06-30,273,"6,160,756.670",18.690
36,2009-03-31,132,"3,153,798.300",13.460
37,2008-12-31,224,"3,283,157.280",27.250
38,2008-09-30,197,"5,011,096.800",28.700
39,2008-06-30,231,"6,657,971.540",28.690
40,2008-03-31,197,"9,422,451.040",29.560
41,2007-12-31,241,"12,137,091.810",41.540
42,2007-09-30,177,"10,172,892.150",36.050
43,2007-06-30,206,"5,978,765.000",33.000
44,2007-03-31,146,"3,186,025.840",24.840
45,2006-12-31,189,"3,251,741.430",27.010
46,2006-09-30,146,"1,611,713.040",22.790
47,2006-06-30,139,"961,264.000",26.420
48,2006-03-31,126,"943,605.250",31.130
49,2005-12-31,121,"648,602.440",35.120
50,2005-09-30,57,"425,030.780",24.720
51,2005-06-30,106,"603,916.890",37.020
52,2005-03-31,58,"455,066.780",29.360
53,2004-12-31,90,"479,703.240",31.850
54,2004-09-30,48,"428,876.810",25.460
55,2004-06-30,68,"345,456.530",22.590
56,2004-03-31,31,"276,911.720",16.860
57,2003-12-31,63,"411,651.900",25.300
58,2003-09-30,38,"270,540.420",19.230
59,2003-06-30,61,"430,618.730",25.150
60,2003-03-31,40,"334,632.070",30.420
61,2002-12-31,58,"243,148.570",27.890
62,2002-09-30,33,"197,284.610",24.850
63,2002-06-30,52,"210,958.400",30.700
