序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,2,"1,403.410",0.320
2,2018-12-31,33,"8,145.980",2.530
3,2018-09-30,6,"15,032.930",3.640
4,2018-06-30,60,"88,416.880",13.520
5,2018-03-31,8,"21,042.600",3.240
6,2017-12-31,39,"50,282.940",17.750
7,2017-09-30,16,"38,515.480",11.500
8,2017-06-30,50,"74,829.980",21.260
9,2017-03-31,14,"35,144.690",9.490
10,2016-12-31,42,"38,093.700",10.830
11,2016-09-30,18,"31,824.360",8.630
12,2016-06-30,63,"81,001.950",22.210
13,2016-03-31,3,"5,515.120",1.830
14,2015-12-31,20,"19,518.600",7.370
15,2015-09-30,6,"21,236.970",6.130
16,2015-06-30,16,"40,865.190",11.890
17,2015-03-31,5,"10,758.200",6.650
