序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,11,"26,267.670",2.950
2,2018-12-31,45,"8,209.650",1.590
3,2018-09-30,2,"2,159.000",0.450
4,2018-06-30,43,"5,342.250",0.980
5,2018-03-31,3,"9,836.790",1.160
6,2017-12-31,81,"55,114.370",5.230
7,2017-09-30,6,"25,845.710",2.730
8,2017-06-30,72,"60,616.920",7.650
9,2017-03-31,8,"37,526.220",10.480
10,2016-12-31,38,"24,310.820",7.590
11,2016-09-30,3,"13,037.100",3.930
12,2016-06-30,20,"33,551.280",9.150
13,2016-03-31,7,"31,110.190",4.090
14,2015-12-31,32,"44,513.790",4.180
15,2015-09-30,7,"9,420.720",1.470
16,2015-06-30,30,"63,605.280",6.910
17,2015-03-31,2,"16,068.400",2.280
18,2014-12-31,14,"13,343.880",2.570
19,2014-09-30,2,"7,167.080",1.280
20,2014-06-30,8,"4,750.140",1.140
21,2014-03-31,4,"10,767.580",2.180
22,2013-12-31,19,"41,002.420",8.310
23,2013-09-30,11,"50,045.250",21.730
24,2013-06-30,34,"72,512.690",32.170
25,2013-03-31,7,"28,020.510",14.300
26,2012-12-31,7,403.030,0.330
27,2012-09-30,1,"1,211.630",0.920
28,2012-06-30,11,"4,184.380",2.620
29,2012-03-31,4,"5,967.410",3.730
30,2011-12-31,11,"14,046.620",7.790
31,2011-09-30,3,"6,537.600",3.060
32,2011-06-30,9,"20,443.260",8.620
33,2011-03-31,5,"38,837.680",12.100
34,2010-12-31,26,"85,755.430",26.390
35,2010-09-30,16,"116,574.950",14.980
36,2010-06-30,42,"109,195.940",21.990
37,2010-03-31,11,"76,527.230",14.610
38,2009-12-31,18,"122,585.180",22.760
39,2009-09-30,8,"79,302.550",32.860
40,2009-06-30,28,"85,913.360",40.090
41,2009-03-31,8,"48,099.320",22.880
42,2008-12-31,27,"54,477.740",34.210
43,2008-09-30,8,"24,039.900",15.710
44,2008-06-30,18,"24,454.350",18.200
45,2008-03-31,6,"15,519.860",10.000
46,2007-12-31,15,"47,422.200",19.840
47,2007-09-30,7,"36,480.180",32.410
48,2007-06-30,17,"41,926.980",37.090
49,2007-03-31,7,"25,338.950",24.830
50,2006-12-31,59,"5,679.740",9.640
