序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"4,938.980",1.220
2,2017-03-31,1,218.080,0.050
3,2016-12-31,2,218.400,0.050
4,2016-09-30,1,0.310,0.000
5,2016-06-30,7,51.250,0.020
6,2016-03-31,1,18.450,0.010
7,2015-12-31,9,78.260,0.030
8,2015-06-30,4,54.250,0.010
9,2015-03-31,1,"1,020.130",0.290
10,2014-12-31,3,96.140,0.030
11,2014-06-30,1,15.640,0.010
12,2013-12-31,1,"5,573.700",2.990
13,2013-06-30,3,"7,766.430",8.580
14,2012-12-31,6,"9,316.190",15.480
15,2012-06-30,1,128.150,0.210
16,2011-12-31,1,328.620,0.420
17,2011-09-30,1,"1,167.780",1.690
18,2010-12-31,3,"1,886.790",2.520
19,2010-06-30,15,"3,498.410",5.200
20,2010-03-31,2,155.870,0.200
