序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,11,"22,513.240",1.090
2,2017-12-31,72,"35,348.880",1.780
3,2017-09-30,2,"4,764.660",0.240
4,2017-06-30,60,"33,307.830",1.630
5,2017-03-31,5,"27,837.410",1.580
6,2016-12-31,73,"33,437.130",2.080
7,2016-09-30,2,16.870,0.000
8,2016-06-30,54,"22,936.260",1.470
9,2016-03-31,5,"13,451.290",0.790
10,2015-12-31,56,"23,200.440",1.390
11,2015-09-30,1,"6,792.420",0.460
12,2015-06-30,40,"36,288.750",1.310
13,2015-03-31,12,"77,115.630",2.580
14,2014-12-31,50,"129,448.670",6.920
15,2014-06-30,22,"6,877.220",0.770
16,2014-03-31,3,702.090,0.070
17,2013-12-31,35,"14,756.900",2.380
18,2013-09-30,2,877.090,0.140
19,2013-06-30,26,"3,883.660",1.420
20,2012-12-31,24,"9,192.750",2.650
21,2012-06-30,25,"13,310.570",4.450
22,2012-03-31,4,"13,115.210",4.430
23,2011-12-31,21,"14,953.660",5.380
24,2011-09-30,1,"1,103.470",0.390
25,2011-06-30,8,"1,868.870",1.220
26,2010-12-31,2,281.450,0.190
27,2010-09-30,1,708.710,0.590
28,2010-06-30,18,798.820,0.610
