序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,1,720.720,0.060
2,2018-12-31,59,"6,635.340",1.090
3,2018-06-30,59,"10,206.640",0.760
4,2017-12-31,64,"10,219.870",0.680
5,2017-06-30,92,"28,026.010",1.790
6,2017-03-31,2,"7,952.360",0.470
7,2016-12-31,74,"22,037.330",1.240
8,2016-09-30,2,555.700,0.030
9,2016-06-30,72,"39,122.660",2.110
10,2016-03-31,3,"17,157.850",0.820
11,2015-12-31,90,"66,876.540",3.120
12,2015-09-30,6,"28,694.800",1.690
13,2015-06-30,69,"43,863.960",2.160
14,2015-03-31,4,"22,979.070",0.960
15,2014-12-31,94,"172,654.390",10.430
16,2014-09-30,18,"106,204.100",6.390
17,2014-06-30,115,"231,837.180",16.080
18,2014-03-31,31,"161,425.300",10.820
19,2013-12-31,72,"130,000.940",32.080
20,2013-09-30,8,"41,977.720",15.140
21,2013-06-30,43,"63,305.040",26.010
22,2013-03-31,6,"45,513.890",17.970
23,2012-12-31,28,"42,699.460",22.160
24,2012-09-30,6,"31,897.880",21.060
25,2012-06-30,18,"25,766.460",13.670
26,2012-03-31,1,"22,136.250",13.550
27,2011-12-31,11,"23,760.980",14.770
28,2011-09-30,4,"32,923.160",15.910
29,2011-06-30,15,"24,600.500",11.040
30,2011-03-31,3,"21,044.780",9.860
31,2010-12-31,30,"109,671.880",40.710
32,2010-09-30,15,"103,701.500",37.740
33,2010-06-30,41,"55,959.920",32.340
