序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,55,"8,754.840",0.680
2,2017-09-30,3,975.790,0.070
3,2017-06-30,71,"11,992.120",0.780
4,2017-03-31,2,"1,648.200",0.090
5,2016-12-31,87,"27,522.880",1.320
6,2016-06-30,85,"38,776.220",1.890
7,2016-03-31,3,"1,239.970",0.060
8,2015-12-31,106,"92,553.840",3.250
9,2015-09-30,3,"8,281.190",0.360
10,2015-06-30,116,"232,740.930",7.100
11,2015-03-31,3,326.260,0.010
12,2014-12-31,77,"74,460.210",3.540
13,2014-09-30,4,"24,572.910",1.200
14,2014-06-30,69,"77,805.140",5.250
15,2014-03-31,7,"28,715.700",1.990
16,2013-12-31,81,"93,358.990",8.090
17,2013-09-30,7,"31,036.540",3.080
18,2013-06-30,70,"70,507.600",8.620
19,2013-03-31,2,"14,316.580",1.850
20,2012-12-31,65,"66,881.950",8.570
21,2012-09-30,4,"41,377.780",5.360
22,2012-06-30,68,"133,882.060",17.030
23,2012-03-31,6,"43,782.980",5.380
24,2011-12-31,77,"194,900.400",22.980
25,2011-09-30,17,"162,348.900",15.740
26,2011-06-30,81,"299,360.610",28.800
27,2011-03-31,12,"114,160.840",10.530
28,2010-12-31,87,"343,747.840",30.070
29,2010-09-30,21,"276,540.190",20.000
30,2010-06-30,91,"366,970.130",35.590
31,2010-03-31,7,"89,418.470",12.910
32,2009-12-31,36,"139,744.400",21.030
33,2009-09-30,7,"108,746.040",21.980
34,2009-06-30,48,"192,835.260",35.580
35,2009-03-31,9,"90,913.680",21.200
36,2008-12-31,55,"235,895.700",56.240
37,2008-09-30,12,"151,108.140",34.340
38,2008-06-30,46,"280,179.550",42.130
39,2008-03-31,12,"189,869.250",30.770
40,2007-12-31,41,"329,479.950",43.260
41,2007-09-30,9,"127,634.430",22.100
42,2007-06-30,41,"203,644.700",35.280
43,2007-03-31,13,"133,114.980",28.970
44,2006-12-31,48,"165,666.890",49.250
45,2006-09-30,14,"85,495.920",26.850
46,2006-06-30,40,"96,430.100",42.780
47,2006-03-31,7,"15,979.440",15.040
48,2005-12-31,24,"29,502.480",28.920
49,2005-09-30,4,"8,627.200",8.190
50,2005-06-30,8,"4,330.660",5.340
51,2005-03-31,3,"3,207.680",3.770
52,2004-12-31,3,536.110,0.600
53,2004-09-30,1,370.330,0.320
54,2004-06-30,3,778.240,0.620
55,2003-12-31,3,493.310,0.320
56,2003-06-30,1,320.670,0.200
57,2002-12-31,6,"6,162.440",4.020
58,2002-06-30,5,"3,078.900",1.720
59,2001-12-31,5,"3,763.730",2.780
60,2001-06-30,2,"1,049.430",0.610
61,2000-12-31,1,"3,349.860",1.830
62,2000-06-30,2,"4,823.350",3.040
63,2000-03-31,1,"2,914.500",1.820
64,1999-12-31,1,328.190,0.410
65,1999-09-30,1,338.600,0.410
