序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"2,248.980",0.460
2,2017-06-30,20,"8,594.970",2.010
3,2017-03-31,1,"2,541.270",0.520
4,2016-12-31,27,"22,092.770",4.070
5,2016-06-30,25,"7,022.570",1.180
6,2016-03-31,1,"3,936.480",0.730
7,2015-12-31,20,"54,995.430",8.050
8,2015-09-30,6,"23,764.970",5.450
9,2015-06-30,30,"140,189.100",15.570
10,2015-03-31,2,"2,970.120",0.950
11,2014-12-31,13,"4,676.230",1.490
12,2014-09-30,1,"2,947.510",0.940
13,2014-06-30,10,"2,686.250",1.100
14,2014-03-31,1,"2,230.850",0.850
15,2013-12-31,5,"1,154.160",0.470
16,2013-06-30,12,"9,609.910",4.900
17,2013-03-31,2,"4,321.190",1.980
18,2012-12-31,12,"12,413.990",6.290
19,2012-09-30,5,"6,419.630",5.760
20,2012-06-30,12,"1,751.410",1.370
21,2012-03-31,3,"4,972.520",3.320
22,2011-12-31,20,"19,769.740",19.760
23,2011-09-30,6,"13,745.990",13.370
24,2011-03-31,1,"1,553.490",1.350
25,2010-12-31,1,"1,600.400",1.350
26,2010-09-30,2,"5,452.040",5.210
27,2010-06-30,2,58.000,0.110
28,2009-12-31,21,"1,085.560",1.660
29,2009-09-30,2,64.450,0.190
