序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,1,94.740,0.010
2,2018-12-31,21,"2,666.330",0.300
3,2018-06-30,36,"2,152.380",0.290
4,2017-12-31,58,"4,045.900",0.340
5,2017-09-30,1,"3,129.920",0.230
6,2017-06-30,118,"22,857.620",1.900
7,2017-03-31,2,423.150,0.030
8,2016-12-31,88,"24,198.830",1.580
9,2016-09-30,3,677.550,0.040
10,2016-06-30,103,"41,329.570",2.350
11,2016-03-31,10,"20,281.960",1.170
12,2015-12-31,121,"125,988.000",4.470
13,2015-09-30,33,"102,199.620",4.350
14,2015-06-30,133,"290,548.010",8.170
15,2015-03-31,15,"134,768.210",5.270
16,2014-12-31,92,"87,238.500",4.870
17,2014-09-30,8,"36,759.640",3.100
18,2014-06-30,80,"85,453.980",8.010
19,2014-03-31,7,"50,586.800",5.370
20,2013-12-31,63,"185,554.910",16.240
21,2013-09-30,43,"225,890.530",17.250
22,2013-06-30,76,"161,374.180",19.580
23,2013-03-31,6,"48,067.930",6.750
24,2012-12-31,43,"73,469.720",10.520
25,2012-09-30,14,"79,452.450",9.520
26,2012-06-30,34,"96,539.080",12.250
27,2012-03-31,13,"76,456.870",8.240
28,2011-12-31,34,"96,442.170",11.920
29,2011-09-30,10,"54,290.090",7.080
30,2011-06-30,23,"52,784.910",7.190
31,2011-03-31,5,"41,755.900",5.370
32,2010-12-31,23,"58,403.230",7.510
33,2010-09-30,11,"78,279.020",11.250
34,2010-06-30,56,"154,924.340",31.240
35,2010-03-31,10,"93,849.500",14.140
36,2009-12-31,39,"96,725.060",16.840
37,2009-09-30,7,"86,315.280",15.330
38,2009-06-30,37,"142,396.500",29.070
39,2009-03-31,10,"128,759.660",25.260
40,2008-12-31,44,"183,476.600",42.960
41,2008-09-30,9,"125,276.020",29.910
42,2008-06-30,33,"187,181.930",36.540
43,2008-03-31,12,"181,202.530",33.520
44,2007-12-31,35,"296,706.800",45.350
45,2007-09-30,10,"311,907.120",39.370
46,2007-06-30,34,"129,431.420",32.990
47,2007-03-31,7,"59,905.180",16.490
48,2006-12-31,15,"21,845.290",11.180
49,2006-09-30,10,"55,386.780",23.950
50,2006-06-30,33,"57,041.950",26.720
51,2006-03-31,6,"10,973.000",8.520
52,2005-12-31,8,"3,622.790",3.380
53,2005-09-30,1,362.220,0.380
54,2005-06-30,3,808.560,0.750
55,2005-03-31,1,404.040,0.300
56,2004-12-31,3,"1,264.940",0.920
57,2004-09-30,2,848.830,0.640
58,2004-06-30,5,"1,865.250",1.400
59,2003-12-31,2,466.740,0.360
60,2003-06-30,1,460.250,0.300
61,2002-12-31,3,"1,636.840",1.060
62,2002-06-30,5,"4,728.480",2.290
63,2001-12-31,12,"18,821.630",8.520
64,2001-09-30,3,"15,288.880",5.440
65,2001-06-30,11,"45,334.010",14.150
66,2001-03-31,4,"28,422.620",8.810
67,2000-12-31,18,"82,692.600",22.830
68,2000-09-30,6,"53,557.330",28.490
69,2000-06-30,10,"68,629.610",31.130
70,2000-03-31,7,"78,061.830",33.340
71,1999-12-31,5,"50,667.050",29.670
72,1999-09-30,3,"42,916.100",25.300
73,1999-06-30,1,"11,053.000",7.140
74,1999-03-31,2,"6,822.490",8.300
