序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,8,"16,631.400",1.260
2,2018-12-31,94,"55,614.940",5.750
3,2018-09-30,12,"17,085.380",1.480
4,2018-06-30,82,"75,949.000",7.430
5,2018-03-31,15,"35,623.260",3.240
6,2017-12-31,87,"67,670.510",6.350
7,2017-09-30,26,"105,513.550",7.580
8,2017-06-30,132,"186,920.930",15.070
9,2017-03-31,25,"156,043.070",12.230
10,2016-12-31,95,"214,684.100",18.430
11,2016-09-30,37,"164,081.400",13.320
12,2016-06-30,132,"213,415.710",17.490
13,2016-03-31,16,"45,264.810",4.510
14,2015-12-31,47,"45,188.460",4.350
15,2015-09-30,17,"54,024.440",6.660
16,2015-06-30,35,"34,840.690",3.140
17,2015-03-31,4,"28,291.730",2.990
18,2014-12-31,37,"32,335.270",5.830
19,2014-09-30,8,"29,828.830",4.380
20,2014-06-30,73,"102,366.300",15.440
21,2014-03-31,9,"18,398.130",3.760
22,2013-12-31,30,"47,275.590",8.740
23,2013-09-30,9,"55,020.410",10.200
24,2013-06-30,97,"132,450.420",23.410
25,2013-03-31,10,"50,604.180",9.650
26,2012-12-31,56,"56,875.970",14.640
27,2012-09-30,4,"9,377.800",2.570
28,2012-06-30,34,"27,074.980",8.450
29,2012-03-31,2,"4,722.380",1.810
30,2011-12-31,24,"20,493.450",8.780
31,2011-09-30,2,"11,091.340",4.020
32,2011-06-30,18,"23,140.600",6.790
33,2011-03-31,4,"17,604.230",3.910
34,2010-12-31,15,"30,624.440",6.640
35,2010-09-30,4,"14,303.320",3.950
36,2010-06-30,16,"20,785.280",8.230
37,2010-03-31,5,"10,035.430",8.130
38,2009-12-31,12,"12,546.360",11.780
39,2009-09-30,3,"3,456.480",5.180
40,2008-12-31,2,797.940,1.730
41,2008-03-31,4,"3,154.100",6.360
42,2007-12-31,8,"4,313.540",5.970
43,2007-09-30,4,"8,748.150",12.870
44,2007-06-30,81,"7,644.010",11.600
