序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,"1,164.410",0.040
2,2017-09-30,18,"18,481.160",0.520
3,2017-06-30,206,"156,132.520",4.810
4,2017-03-31,13,"11,936.110",0.330
5,2016-12-31,163,"201,215.410",5.850
6,2016-09-30,15,"50,503.010",1.500
7,2016-06-30,167,"244,832.510",7.050
8,2016-03-31,22,"69,171.110",1.990
9,2015-12-31,149,"266,528.960",6.400
10,2015-09-30,1,282.760,0.010
11,2015-06-30,116,"341,141.760",8.330
12,2015-03-31,11,"120,553.380",2.630
13,2014-12-31,163,"460,121.090",10.260
14,2014-09-30,22,"136,603.020",10.860
15,2014-06-30,82,"58,887.360",6.770
16,2014-03-31,3,"1,011.720",0.120
17,2013-12-31,79,"54,004.210",5.140
18,2013-09-30,5,"1,087.110",0.120
19,2013-06-30,63,"26,683.970",3.190
20,2013-03-31,3,"2,059.120",0.200
21,2012-12-31,52,"22,911.490",2.330
22,2012-09-30,10,"26,081.230",6.100
23,2012-06-30,40,"26,404.660",5.970
24,2012-03-31,12,"26,416.380",7.390
25,2011-12-31,61,"77,405.670",42.840
