序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,500.550,0.160
2,2017-06-30,10,677.670,0.220
3,2016-12-31,13,937.690,0.230
4,2016-09-30,2,"5,513.950",1.530
5,2016-06-30,5,"3,737.190",1.030
6,2016-03-31,2,"5,307.460",1.360
7,2015-12-31,4,"9,137.750",1.500
8,2015-09-30,9,"42,818.100",6.800
9,2015-06-30,20,"108,545.490",10.120
10,2015-03-31,4,"28,271.070",4.990
11,2013-12-31,1,126.320,0.090
12,2012-12-31,1,44.980,0.030
13,2012-06-30,2,58.500,0.040
14,2011-12-31,2,45.600,0.030
15,2011-09-30,1,"1,809.490",0.810
16,2011-06-30,3,"3,437.450",1.200
17,2010-12-31,1,75.520,0.030
18,2009-12-31,3,"4,414.360",1.750
19,2009-03-31,1,"2,555.630",2.400
20,2006-12-31,1,0.430,0.000
21,2006-06-30,1,0.440,0.000
22,2005-12-31,1,0.250,0.000
23,2005-06-30,3,"1,020.870",3.070
24,2005-03-31,1,"1,446.920",2.430
25,2004-12-31,4,"3,023.130",5.260
26,2004-09-30,1,344.060,0.520
27,2004-06-30,1,0.450,0.000
28,2002-12-31,6,"1,852.780",2.590
29,2002-06-30,3,959.760,1.030
