序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,7,967.220,0.260
2,2017-03-31,1,"1,272.240",0.220
3,2016-12-31,9,"1,609.590",0.360
4,2016-09-30,1,"1,097.690",0.290
5,2016-06-30,13,"3,175.190",0.800
6,2016-03-31,1,"1,008.900",0.350
7,2015-12-31,8,"7,046.310",1.750
8,2015-09-30,6,"16,331.730",5.460
9,2015-06-30,36,"132,592.350",23.110
10,2015-03-31,2,"5,132.880",1.370
11,2014-12-31,14,"32,877.020",23.480
12,2014-09-30,8,"26,732.560",16.970
13,2014-06-30,9,"11,476.700",11.270
14,2014-03-31,3,"4,333.990",4.410
15,2013-12-31,5,"1,660.230",1.750
16,2013-09-30,1,16.550,0.020
17,2013-06-30,9,515.490,0.680
18,2013-03-31,2,"4,246.270",2.790
19,2012-12-31,10,"5,620.360",9.960
20,2012-09-30,2,"4,540.520",7.870
21,2012-06-30,8,"5,302.280",8.230
22,2012-03-31,2,"4,021.080",6.570
23,2011-12-31,12,"6,262.500",7.590
