序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,4,139.000,0.030
2,2017-06-30,13,"2,485.560",0.500
3,2016-12-31,9,378.310,0.170
4,2016-09-30,2,"7,407.970",3.380
5,2016-06-30,17,"29,619.310",13.490
6,2016-03-31,1,"3,686.840",2.560
7,2015-12-31,10,"6,897.780",4.670
8,2015-09-30,1,237.160,0.300
9,2015-06-30,2,"2,544.280",2.260
10,2014-06-30,1,7.170,0.010
