序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,103,"34,439.700",2.360
2,2017-09-30,5,"2,390.680",0.140
3,2017-06-30,84,"25,125.990",1.620
4,2017-03-31,9,"1,841.210",0.110
5,2016-12-31,96,"43,519.160",2.430
6,2016-09-30,8,"8,955.720",0.430
7,2016-06-30,34,"13,343.340",0.700
8,2015-12-31,27,"10,346.260",0.480
9,2015-09-30,3,"5,371.240",0.510
10,2015-06-30,35,"93,421.220",4.770
11,2015-03-31,6,"14,696.450",2.060
12,2014-12-31,19,"23,908.800",3.530
13,2014-09-30,12,"38,607.990",5.900
14,2014-06-30,33,"44,038.480",8.240
15,2014-03-31,1,"2,303.650",0.570
16,2013-12-31,3,23.470,0.010
17,2013-09-30,2,"2,763.320",1.970
18,2013-06-30,14,"2,481.370",2.150
19,2013-03-31,2,"1,625.810",1.410
20,2012-12-31,2,38.650,0.040
21,2012-09-30,1,497.930,0.530
22,2012-06-30,3,"4,552.200",4.230
23,2012-03-31,1,"5,124.670",4.060
24,2011-12-31,1,30.750,0.030
25,2011-06-30,1,27.360,0.030
26,2010-12-31,6,"4,490.020",4.030
