序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,8,"2,855.020",0.010
2,2018-12-31,255,"110,838.310",0.430
3,2018-09-30,33,"26,815.730",0.090
4,2018-06-30,250,"126,301.110",0.430
5,2018-03-31,50,"53,624.290",0.180
6,2017-12-31,261,"115,887.670",0.400
7,2017-09-30,30,"26,447.480",0.090
8,2017-06-30,294,"161,222.670",0.550
9,2017-03-31,43,"63,693.770",0.200
10,2016-12-31,239,"190,572.780",0.640
11,2016-09-30,36,"50,326.760",0.180
12,2016-06-30,185,"133,070.820",0.500
13,2016-03-31,15,"42,999.930",0.150
14,2015-12-31,186,"197,230.240",0.580
15,2015-09-30,12,"37,595.500",0.140
16,2015-06-30,158,"248,412.240",0.690
17,2015-03-31,8,"6,693.680",0.020
18,2014-12-31,169,"249,289.490",0.650
19,2014-09-30,5,"26,381.600",0.120
20,2014-06-30,108,"153,022.160",0.770
21,2014-03-31,17,"101,101.820",0.470
22,2013-12-31,98,"63,656.680",0.350
23,2013-09-30,3,"8,371.710",0.050
24,2013-06-30,81,"99,157.280",0.570
25,2013-03-31,4,"33,875.020",0.160
26,2012-12-31,107,"135,080.740",0.710
27,2012-09-30,3,"12,782.560",0.080
28,2012-06-30,78,"70,216.980",0.390
29,2012-03-31,10,"17,462.490",0.090
30,2011-12-31,74,"76,731.840",0.430
31,2011-09-30,6,"30,994.060",0.160
32,2011-06-30,66,"97,549.790",0.560
33,2011-03-31,8,"79,671.110",0.380
34,2010-12-31,56,"94,436.310",0.490
35,2010-09-30,2,"20,704.980",0.110
36,2010-06-30,63,"130,511.770",0.660
37,2010-03-31,12,"82,815.480",0.850
38,2009-12-31,68,"312,467.570",2.880
39,2009-09-30,8,"72,735.500",1.160
40,2009-06-30,40,"189,615.070",2.850
41,2008-12-31,15,"24,060.140",0.480
42,2008-06-30,14,"23,032.270",0.340
43,2008-03-31,3,"16,521.040",0.380
44,2007-12-31,13,"51,328.100",0.820
45,2007-09-30,3,"27,135.270",0.170
46,2007-06-30,56,"105,092.940",2.070
