序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,7,"48,675.450",4.070
2,2017-06-30,24,"9,528.770",1.140
3,2017-03-31,4,"9,235.420",0.980
4,2016-12-31,28,"19,712.520",2.010
5,2016-09-30,5,"10,745.600",1.300
6,2016-06-30,64,"49,616.680",5.810
7,2016-03-31,5,"14,181.430",1.740
8,2015-12-31,19,"7,727.590",0.720
9,2015-06-30,8,"12,394.510",0.880
10,2015-03-31,1,"7,169.910",0.660
11,2014-12-31,9,"5,319.760",0.600
12,2014-06-30,7,764.090,0.140
13,2014-03-31,1,827.970,0.150
14,2013-12-31,26,"2,406.370",0.430
15,2013-09-30,2,"1,442.180",0.240
16,2013-06-30,19,"1,074.440",0.200
17,2013-03-31,2,938.730,0.140
18,2012-12-31,30,"6,779.900",0.910
19,2012-09-30,3,"4,950.460",0.650
20,2012-06-30,44,"13,223.850",1.560
21,2012-03-31,5,"8,971.620",0.960
22,2011-12-31,39,"15,818.360",1.810
23,2011-09-30,6,"35,450.760",2.970
24,2011-06-30,47,"45,882.700",3.020
25,2011-03-31,9,"39,043.930",2.160
26,2010-12-31,35,"33,623.670",2.060
27,2010-09-30,7,"42,826.510",2.670
28,2010-06-30,30,"42,393.080",3.220
29,2010-03-31,8,"90,864.700",7.580
30,2009-12-31,49,"175,253.110",14.750
31,2009-09-30,4,"40,452.730",4.740
32,2009-06-30,11,"4,460.370",0.940
33,2009-03-31,2,"2,775.440",0.700
34,2008-12-31,6,"2,345.220",0.910
35,2008-09-30,2,"2,607.980",0.730
36,2008-06-30,7,"6,003.180",1.490
37,2008-03-31,3,"8,716.000",1.420
38,2007-12-31,2,"4,968.120",0.440
39,2007-06-30,2,"2,285.350",0.430
40,2007-03-31,1,"6,023.150",2.240
41,2006-12-31,6,"6,719.390",5.590
42,2006-09-30,1,"3,363.740",3.180
43,2006-06-30,4,"4,920.640",6.000
44,2005-12-31,2,"1,767.920",4.260
45,2005-06-30,2,173.810,0.470
46,2005-03-31,1,194.480,0.520
47,2004-12-31,7,"3,827.770",8.880
48,2004-09-30,7,"8,167.990",16.380
49,2004-06-30,12,"10,627.810",21.230
50,2004-03-31,1,"2,136.700",2.860
51,2003-12-31,1,138.750,0.230
52,2002-12-31,7,660.330,1.150
53,2002-06-30,24,"1,095.820",1.330
