序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,4,"3,819.260",0.380
2,2017-09-30,5,"4,410.000",0.410
3,2017-06-30,12,"1,566.770",0.150
4,2017-03-31,4,"1,953.330",0.160
5,2016-12-31,27,"18,877.570",1.850
6,2016-06-30,11,477.690,0.080
7,2015-12-31,6,410.910,0.050
8,2015-09-30,3,"2,850.360",0.350
9,2015-06-30,3,"4,104.740",0.350
10,2014-12-31,1,"1,201.000",0.360
11,2006-12-31,1,10.370,0.050
12,2006-06-30,1,18.270,0.070
13,2005-12-31,1,14.160,0.070
14,2005-06-30,1,14.690,0.070
15,2004-12-31,1,12.580,0.070
16,2004-06-30,1,16.300,0.070
17,2002-12-31,1,23.640,0.050
18,2002-06-30,2,"1,119.600",1.930
19,2001-06-30,1,306.980,0.380
20,2000-12-31,2,537.400,0.710
