序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,8,"20,726.360",1.630
2,2018-12-31,120,"77,858.220",7.410
3,2018-09-30,11,"3,612.570",0.330
4,2018-06-30,73,"24,758.870",2.290
5,2018-03-31,4,771.480,0.070
6,2017-12-31,56,"21,930.580",1.920
7,2017-09-30,5,"6,104.730",0.520
8,2017-06-30,39,"15,254.350",1.450
9,2017-03-31,2,"3,031.510",0.270
10,2016-12-31,76,"84,648.280",12.450
11,2016-09-30,10,"29,679.360",3.820
12,2016-06-30,66,"80,641.160",10.510
13,2016-03-31,4,"22,726.930",3.350
14,2015-12-31,49,"77,890.600",9.910
15,2015-09-30,30,"103,159.560",17.970
16,2015-06-30,62,"134,494.430",19.200
17,2015-03-31,10,"34,838.420",6.230
18,2014-12-31,30,"31,596.880",7.780
19,2014-09-30,1,"5,073.600",1.630
20,2014-06-30,1,877.320,0.390
21,2013-12-31,9,"9,498.150",3.680
22,2013-06-30,1,76.600,0.040
23,2012-12-31,1,72.200,0.040
24,2012-06-30,2,274.360,0.140
25,2011-12-31,5,"1,948.240",1.270
26,2011-09-30,1,"1,668.830",0.620
27,2011-06-30,1,281.970,0.080
28,2006-12-31,1,1.090,0.000
29,2006-09-30,1,901.210,3.080
30,2006-06-30,1,1.160,0.000
31,2005-12-31,1,0.680,0.000
32,2005-06-30,1,0.730,0.000
33,2004-12-31,1,5.180,0.020
34,2004-06-30,2,708.910,2.380
35,2002-12-31,3,433.010,0.770
36,2002-06-30,4,855.500,1.100
37,2001-06-30,1,337.430,0.310
38,2000-06-30,1,"2,062.500",2.310
